n_ensemble,weights,accuracy_mean,Boots_Hostility_dataset_mean,Boots_kDN_dataset_mean,Boots_DCP_dataset_mean,Boots_TD_U_dataset_mean,Boots_CLD_dataset_mean,Boots_N1_dataset_mean,Boots_N2_dataset_mean,Boots_LSC_dataset_mean,Boots_F1_dataset_mean,accuracy_std,Boots_Hostility_dataset_std,Boots_kDN_dataset_std,Boots_DCP_dataset_std,Boots_TD_U_dataset_std,Boots_CLD_dataset_std,Boots_N1_dataset_std,Boots_N2_dataset_std,Boots_LSC_dataset_std,Boots_F1_dataset_std,confusion_matrix,Boots_Hostility_class_mean,Boots_kDN_class_mean,Boots_DCP_class_mean,Boots_TD_U_class_mean,Boots_CLD_class_mean,Boots_N1_class_mean,Boots_N2_class_mean,Boots_LSC_class_mean,Boots_F1_class_mean,Boots_Hostility_class_std,Boots_kDN_class_std,Boots_DCP_class_std,Boots_TD_U_class_std,Boots_CLD_class_std,Boots_N2_class_std,Boots_LSC_class_std,Boots_F1_class_std,Boots_N1_class_std
0,CLD,0.83,0.185833333333333,0.239466666666667,0.231488310761107,0.443864343989344,0.339670075827865,0.236423611111111,0.325778417331074,0.984471712538226,0.93475,0.0196850196850295,0.0164543771616484,0.00702682113603143,0.0247870524583624,0.0415088326556017,0.00959835318923861,0.0124370521508798,0.00705535876182453,0.00186031889612463,0.0101597483291227,"[[1239, 261], [249, 1251]]","[0.19471051328472994, 0.17696880526256917]","[0.24977601288578924, 0.22957560326736934]","[0.24098967230525234, 0.22211924907844885]","[0.4443023394665998, 0.4435797766421194]","[0.34749076842586135, 0.3322531258302542]","[0.24956423786706505, 0.22345574457522782]","[0.3397830344110706, 0.3119101392843952]","[0.9860208900762597, 0.9829147828301508]","[0.9491544143953444, 0.9207357191536358]","[0.018234664504303083, 0.021139934635375973]","[0.012109169452579895, 0.007204675395158414]","[0.023205717716779536, 0.02171690577159943]","[0.040392202712055424, 0.03494480214374548]","[0.015481750777573803, 0.010132894823873341]","[0.005503963124391166, 0.012009905711269529]","[0.00045106893695561016, 0.0030545281963994943]","[0.006513840991407256, 0.017763808439178397]","[0.009596903897882616, 0.017596742068114124]"
0,DCP,0.826,0.158833333333333,0.2151,0.224036772691266,0.449709071484072,0.277229650469811,0.209986111111111,0.305997239768026,0.979522310258549,0.915708333333333,0.0190248375668347,0.00890926484060274,0.0114088552960701,0.0191652515947123,0.0396503160907761,0.012026412581863,0.0125000144675842,0.0126849027462319,0.00371569624507916,0.0116374261544381,"[[1245, 255], [267, 1233]]","[0.16856105609615776, 0.16489312059828726]","[0.21671579649496248, 0.22565499674589132]","[0.22582225532575922, 0.2352359351669393]","[0.44004283114310816, 0.4603658838507781]","[0.2808551592888048, 0.2863231976894961]","[0.2181382506047525, 0.2127623381074064]","[0.31066898801525555, 0.3098848725522809]","[0.978850946293916, 0.9813601846389609]","[0.9301292482341138, 0.9035287692271285]","[0.04901064952634144, 0.03540706466189189]","[0.031187125437806027, 0.03559518182774041]","[0.04559450596624465, 0.031013427695753316]","[0.039973570543556415, 0.03923757184068401]","[0.03222327409883303, 0.0363683984167404]","[0.020452992782721904, 0.027769523314043837]","[0.0029420890598662298, 0.0055901156540076255]","[0.00988464719278007, 0.016947588057892305]","[0.027843457732797512, 0.0340739612632852]"
0,F1,0.855666666666667,0.122833333333333,0.185475,0.178182558313113,0.452561104173604,0.248764238085583,0.184368055555556,0.292032142427165,0.98356317764804,0.970666666666667,0.00886629071884686,0.0101781014929111,0.00440294645663561,0.0252030073747348,0.0434590015278487,0.00506627703644137,0.00727699416635896,0.00664738052605008,0.00133778972820131,0.0065208666133336,"[[1302, 198], [235, 1265]]","[0.1256086025316888, 0.12005422168268616]","[0.1830668897376461, 0.1879984473594441]","[0.177143868695483, 0.17930192556959346]","[0.43490571078686385, 0.471118584363342]","[0.24867779686982808, 0.24886621946684348]","[0.1849449608855414, 0.18377468387837825]","[0.2931586402023476, 0.2909221587688914]","[0.9822534789687912, 0.9849724957071508]","[0.9760267074515822, 0.964975857397952]","[0.014098250052728556, 0.013205604429635129]","[0.007562947109173494, 0.0026550724914465363]","[0.023217639434355803, 0.022480323766819323]","[0.041678436553007965, 0.037423261864127234]","[0.003983590190142389, 0.006708411888945051]","[0.007373556627969421, 0.007459907368868228]","[0.0016679942567249411, 0.0021395598246759825]","[0.0056253108228060894, 0.0070027896317050925]","[0.010152381014589233, 0.0028235378839241983]"
0,Hostility,0.845,0.190583333333333,0.249191666666667,0.233837076891782,0.463458108558109,0.312994150371178,0.249513888888889,0.338937665822424,0.985444259104809,0.946166666666667,0.0160294867180594,0.0185208216160443,0.0106909148215774,0.0245118271309922,0.0336911060304665,0.018800998213414,0.00710830972381126,0.00859349772860668,0.00217753248917815,0.012666084142307,"[[1286, 214], [251, 1249]]","[0.19580730874980995, 0.18589325877579307]","[0.2505465335692677, 0.24825320762836176]","[0.23741148295006584, 0.2306328498081121]","[0.45385468875493695, 0.4722996397340792]","[0.31642819002016986, 0.3098967850472775]","[0.253459924073809, 0.2461058731051641]","[0.34424693174023746, 0.33396094006540145]","[0.9856383138154851, 0.985229070732176]","[0.956880600005511, 0.9351738670089738]","[0.023192386652814968, 0.02945115173178088]","[0.01093745587866389, 0.013029560924815869]","[0.027825138272864328, 0.01793460276153428]","[0.0357736900736785, 0.02815971264322046]","[0.016168092461632387, 0.01933156537608919]","[0.008328753097359063, 0.008900059673305084]","[0.002497987058181046, 0.0019782507937173544]","[0.008390085241175313, 0.020012129585856027]","[0.012741128296664758, 0.008859732868761913]"
0,LSC,0.842,0.188,0.261291666666667,0.232425361332825,0.474611148573649,0.299164194180236,0.279291666666667,0.364836743936992,0.991145815957743,0.958708333333333,0.00930949336251271,0.0156995444024483,0.00889527223054784,0.0158279260430206,0.0385232563894393,0.00990758654045556,0.00906251995527816,0.00765069173248428,0.000765608768973374,0.00425530714389559,"[[1239, 261], [213, 1287]]","[0.19278917969402926, 0.18339691031216154]","[0.258853030912135, 0.2637476604564628]","[0.2298600197729918, 0.23496500446321456]","[0.45931541921243585, 0.48942063660934937]","[0.29939211813113814, 0.29890738879324247]","[0.2776607149964013, 0.2808690067562004]","[0.36841514588052826, 0.36134576568487714]","[0.9911072155550006, 0.9911834168352376]","[0.9641297720578137, 0.9533719283013677]","[0.010500402429216935, 0.02476000535964036]","[0.011888817841620757, 0.007193565260351485]","[0.01524730275378461, 0.014282202911060082]","[0.04306740816480482, 0.02663151946913296]","[0.009075056394510648, 0.010283674319624727]","[0.006102212765424849, 0.008009239489092256]","[0.0008952944542586957, 0.0006496950853430308]","[0.003212378360947996, 0.006385060660803519]","[0.007263303279010794, 0.010359164076808243]"
0,N1,0.846,0.117916666666667,0.171575,0.171975290094154,0.420283892496393,0.233709481562219,0.175166666666667,0.274190782397316,0.975312691131498,0.887333333333333,0.0118204154843315,0.0088975652100261,0.00243641357554729,0.024235261210764,0.0343836932804835,0.00311957900605694,0.00625469538133327,0.0050667326426084,0.00213173534780169,0.00675462804305314,"[[1266, 234], [228, 1272]]","[0.12080417013774573, 0.1149816837292373]","[0.17230830731574337, 0.17085333038125763]","[0.17318417557360294, 0.17077599798451168]","[0.41088297571544885, 0.4297548719040082]","[0.23005790709915974, 0.2373446916836505]","[0.17974628578602533, 0.17059570258169354]","[0.27845878999870594, 0.2699350831803644]","[0.975000811225911, 0.9756244001474601]","[0.907926970913483, 0.8668239362640839]","[0.017404929109948356, 0.009269364587954399]","[0.0033299615128191498, 0.005666785988115065]","[0.021368263763522334, 0.022262433176903535]","[0.03762468097324907, 0.025140018976718293]","[0.0030800378859098094, 0.0042918489770256705]","[0.003050869567641455, 0.010729706596571874]","[0.001517672423964559, 0.003382613694265217]","[0.006515466073414236, 0.013043581134807756]","[0.0063107182559878645, 0.01096800905860279]"
0,N2,0.845666666666667,0.17375,0.246758333333333,0.225935536408221,0.46533272005772,0.292395831668017,0.263756944444444,0.371320125530385,0.987672435362802,0.939416666666667,0.0116428327977153,0.0128863892451601,0.00586105022348573,0.0246182110969943,0.0361291291230039,0.005707822050433,0.0122166328365329,0.00735507696207745,0.00130049158217289,0.00672726366280446,"[[1259, 241], [222, 1278]]","[0.1846318070728006, 0.1632285766018121]","[0.2501195942514355, 0.24338995309852957]","[0.227534977131059, 0.2244302729479588]","[0.45229409492897155, 0.4782715799806575]","[0.29700099001556163, 0.28779543058091867]","[0.26999419277078396, 0.25737528597387627]","[0.37687207571059034, 0.36572063824521295]","[0.9879893220729861, 0.9873593420078967]","[0.9469961303651895, 0.931804480507056]","[0.02799642766062249, 0.017658335351732116]","[0.0070160677435596565, 0.0059310073563711915]","[0.028949978986718874, 0.01710157088535804]","[0.03633748960305827, 0.030346779142090927]","[0.009242420782323176, 0.0032801515378002343]","[0.007132654588451498, 0.007271827772165716]","[0.0008422883707471997, 0.0018568482920944679]","[0.0037618793868945733, 0.009788440960851975]","[0.00912302930682568, 0.014379634311245924]"
0,TD_U,0.842,0.135,0.200783333333333,0.192230070138359,0.500321676934177,0.260771468316927,0.200479166666667,0.308307757131636,0.983955865999444,0.944833333333333,0.018310591955963,0.0172048523517188,0.00608321917701109,0.0233915594440313,0.0410277531901672,0.00641479367339547,0.00671349475064777,0.00655687652285848,0.00141122149176137,0.00556760845326692,"[[1256, 244], [230, 1270]]","[0.1473393452820058, 0.12484753491231579]","[0.20535418751068443, 0.19699434753470177]","[0.19853350938209804, 0.18702213718718405]","[0.48628891765479293, 0.512634829031834]","[0.2739854929594862, 0.24903082016182174]","[0.20977750296864528, 0.19227359663635651]","[0.3147719701274253, 0.30260415137199304]","[0.9830538381435996, 0.9848230691020776]","[0.9525772323054126, 0.937411315595096]","[0.031997029321949456, 0.018712034771845434]","[0.01031318613302099, 0.008037475220996588]","[0.031038149695856204, 0.014034966687046388]","[0.04227150129877803, 0.03432923084755423]","[0.009391306361586027, 0.009371577830039871]","[0.008268640044930844, 0.008471207497906369]","[0.0014579915648483233, 0.0019103510368579]","[0.004774552225704078, 0.01002171983384613]","[0.010657982745168418, 0.009443206747886892]"
0,Uniform,0.85,0.105333333333333,0.154258333333333,0.159691788906558,0.418316486291486,0.224120871192199,0.153180555555556,0.263544921255526,0.974207881567973,0.88175,0.00927960727138338,0.00767956342798498,0.00500792774286708,0.0239682430988142,0.0375089878144815,0.00441913440118147,0.0116108484071158,0.00619258100408921,0.00189334423586009,0.00574448709150298,"[[1284, 216], [234, 1266]]","[0.10947167383008367, 0.1009901116143946]","[0.15207238120524, 0.15643701989329614]","[0.15859890195199303, 0.1606721257151072]","[0.40907929931236475, 0.4280794346939981]","[0.22676499230387578, 0.2212830126951098]","[0.15272687384531594, 0.1536535658009151]","[0.2664349822389144, 0.260528340130317]","[0.9740079156647378, 0.9743910364811302]","[0.9035145318513014, 0.85963770103149]","[0.010377537185606309, 0.009871079039542057]","[0.005757990839112558, 0.00850948604782291]","[0.019545832145709752, 0.02438983849772785]","[0.038970068845526576, 0.03038117185074739]","[0.007568415102108861, 0.0024164639519348974]","[0.003841636350196896, 0.00865436886863267]","[0.0015005229220569987, 0.003436386091988253]","[0.008372865288797333, 0.01279910422577019]","[0.006700167707401236, 0.01571415869157798]"
0,kDN,0.846333333333333,0.147083333333333,0.205525,0.19358346793753,0.435683694083694,0.258185463019329,0.200104166666667,0.298218636182925,0.979032110091743,0.905833333333333,0.0090829510622925,0.0076091593198957,0.005117253630828,0.0220726189595583,0.0330756548842131,0.00716942986885369,0.0062024133625599,0.00416773747998159,0.00184440753307783,0.00878835838228939,"[[1268, 232], [229, 1271]]","[0.15220438639250533, 0.14158854850195263]","[0.2079909495266688, 0.20318578832568077]","[0.1958545025215445, 0.19124124337823983]","[0.42532851959825113, 0.44627187291575227]","[0.2596649117027403, 0.2567266928459062]","[0.2029233032465551, 0.19730925932140542]","[0.3029838131920175, 0.29333974061747126]","[0.978403358322715, 0.9796145163186815]","[0.9172190885611459, 0.8946006960186773]","[0.017006300038776012, 0.011441797560164306]","[0.010286307428193527, 0.007693457242350737]","[0.0216263785493601, 0.01921483741382552]","[0.035101018537338664, 0.02461559973434761]","[0.007341859750517918, 0.008830801282230355]","[0.007344147941217474, 0.0022526994686602264]","[0.0018858981605750194, 0.0020720805835722595]","[0.007746564231486009, 0.012242901504442924]","[0.008283419014686646, 0.008370031567383349]"
