Row,Best_Algorithm
2982,3
2983,7
2984,3
2985,3
2986,7
2987,6
2988,3
2989,7
2990,7
2991,3
2992,3
2993,6
2994,6
2995,3
2996,6
2997,6
2998,7
2999,7
3000,7
3001,7
3002,7
3003,5
3004,3
3005,2
3006,7
3007,7
3008,6
3009,6
3010,7
3011,7
3012,7
3013,7
3014,2
3015,2
3016,3
3017,1
3018,6
3019,3
3020,3
3021,3
3022,3
3023,7
3024,3
3025,7
3026,6
3027,7
3028,7
3029,3
3030,2
3031,7
3032,6
3033,2
3034,5
3035,6
3036,6
3037,7
3038,7
3039,1
3040,3
3041,7
3042,3
3043,2
3044,3
3045,7
3046,6
3047,7
3048,7
3049,6
3050,6
3051,3
3052,3
3053,6
3054,3
3055,7
3056,7
3057,7
3058,7
3059,2
3060,6
3061,6
3062,3
3063,6
3064,6
3065,7
3066,7
3067,7
3068,3
3069,6
3070,6
3071,2
3072,3
3073,7
3074,7
3075,3
3076,6
3077,1
3078,7
3079,6
3080,3
3081,3
3082,5
3083,3
3084,3
3085,3
3086,6
3087,3
3088,7
3089,7
3090,6
3091,3
3092,6
3093,3
3094,7
3095,6
3096,6
3097,4
3098,7
3099,6
3100,6
3101,7
3102,7
3103,3
3104,3
3105,7
3106,4
3107,5
3108,7
3109,7
3110,6
3111,6
3112,7
3113,7
3114,6
3115,6
3116,3
3117,7
3118,7
3119,3
3120,2
3121,3
3122,3
3123,6
3124,7
3125,7
3126,6
3127,6
3128,1
3129,6
3130,6
3131,6
3132,7
3133,7
3134,7
3135,4
3136,5
3137,2
3138,7
3139,3
3140,3
3141,3
3142,2
3143,3
3144,7
3145,3
3146,6
3147,3
3148,3
3149,2
3150,6
3151,3
3152,5
3153,3
3154,6
3155,6
3156,6
3157,3
3158,7
3159,7
3160,7
3161,3
3162,4
3163,3
3164,3
3165,3
3166,6
3167,7
3168,6
3169,7
3170,6
3171,3
3172,7
3173,3
3174,6
3175,3
3176,6
3177,3
3178,3
3179,7
3180,6
3181,6
3182,7
3183,3
3184,6
3185,7
3186,3
3187,3
3188,7
3189,7
3190,3
3191,6
3192,6
3193,7
3194,3
3195,3
3196,6
3197,3
3198,3
3199,3
3200,3
3201,6
3202,7
3203,6
3204,7
3205,3
3206,6
3207,6
3208,6
3209,3
3210,7
3211,7
3212,2
3213,7
3214,3
3215,3
3216,6
3217,7
3218,7
3219,5
3220,7
3221,3
3222,3
3223,1
3224,7
3225,6
3226,3
3227,3
3228,6
3229,2
3230,7
3231,5
3232,6
3233,3
3234,5
3235,6
3236,6
3237,7
3238,7
3239,3
3240,7
3241,7
3242,7
3243,7
3244,7
3245,6
3246,6
3247,6
3248,7
3249,7
3250,3
3251,7
3252,6
3253,7
3254,3
3255,2
3256,7
3257,7
3258,2
3259,7
3260,1
3261,7
3262,7
3263,3
3264,6
3265,6
3266,7
3267,7
3268,3
3269,3
3270,7
3271,3
3272,5
3273,7
3274,3
3275,2
3276,3
3277,7
3278,3
3279,5
3280,2
3281,3
3282,7
3283,6
3284,7
3285,7
3286,7
3287,6
3288,7
3289,3
3290,3
3291,7
3292,6
3293,6
3294,3
3295,6
3296,7
3297,6
3298,6
3299,7
3300,1
3301,6
3302,7
3303,3
3304,6
3305,6
3306,7
3307,7
3308,3
3309,6
3310,7
3311,1
3312,7
3313,7
3314,3
3315,6
3316,6
3317,3
3318,7
3319,2
3320,6
3321,4
3322,7
3323,6
3324,6
3325,7
3326,6
3327,3
3328,3
3329,7
3330,7
3331,3
3332,7
3333,6
3334,7
3335,3
3336,6
3337,7
3338,7
3339,7
3340,3
3341,6
3342,6
3343,7
3344,7
3345,3
3346,7
3347,7
3348,6
3349,6
3350,3
3351,3
3352,7
3353,1
3354,3
3355,7
3356,7
3357,3
3358,6
3359,3
3360,3
3361,6
3362,5
3363,6
3364,5
3365,3
3366,3
3367,7
3368,6
3369,2
3370,7
3371,7
3372,6
3373,3
3374,7
3375,3
3376,7
3377,7
3378,2
3379,7
3380,6
3381,4
3382,7
3383,3
3384,1
3385,3
3386,7
3387,7
3388,7
3389,6
3390,6
3391,5
3392,7
3393,5
3394,7
3395,2
3396,3
3397,6
3398,7
3399,7
3400,7
3401,5
3402,4
3403,3
3404,3
3405,3
3406,3
3407,7
3408,3
3409,7
3410,5
3411,3
3412,7
3413,7
3414,3
3415,6
3416,3
3417,3
3418,7
3419,7
3420,6
3421,3
3422,6
3423,3
3424,7
3425,7
3426,7
3427,3
3428,6
3429,6
3430,3
3431,3
3432,7
3433,6
3434,3
3435,7
3436,7
3437,6
3438,7
3439,7
3440,6
3441,7
3442,4
3443,7
3444,3
3445,3
3446,6
3447,6
3448,3
3449,4
3450,3
3451,7
3452,6
3453,6
3454,6
3455,3
3456,7
3457,7
3458,5
3459,1
3460,3
3461,7
3462,5
3463,6
3464,3
3465,3
3466,7
3467,7
3468,7
3469,3
3470,7
3471,3
3472,3
3473,7
3474,7
3475,6
3476,2
3477,6
3478,6
3479,3
3480,7
3481,3
3482,7
3483,3
3484,7
3485,3
3486,3
3487,3
3488,3
3489,6
3490,7
3491,6
3492,7
3493,7
3494,6
3495,3
3496,6
3497,7
3498,7
3499,6
3500,6
3501,7
3502,6
3503,6
3504,3
3505,7
3506,7
3507,6
3508,7
3509,6
3510,6
3511,7
3512,6
3513,3
3514,6
3515,7
3516,6
3517,6
3518,6
3519,2
3520,6
3521,6
3522,7
3523,3
3524,6
3525,6
3526,5
3527,7
3528,6
3529,7
3530,7
3531,3
3532,7
3533,7
3534,3
3535,7
3536,7
3537,7
3538,7
3539,6
3540,7
3541,3
3542,3
3543,6
3544,6
3545,5
3546,6
3547,7
3548,3
3549,6
3550,7
3551,6
3552,3
3553,7
3554,7
3555,6
3556,3
3557,3
3558,6
3559,7
3560,7
3561,6
3562,7
3563,7
3564,7
3565,6
3566,6
3567,7
3568,7
3569,6
3570,6
3571,7
3572,6
3573,6
3574,7
3575,6
3576,3
3577,6
3578,5
3579,7
3580,3
3581,7
3582,3
3583,3
3584,7
3585,1
3586,7
3587,6
3588,3
3589,6
3590,6
3591,3
3592,5
3593,2
3594,7
3595,7
3596,7
3597,4
3598,7
3599,2
3600,6
3601,6
3602,6
3603,6
3604,3
3605,6
3606,7
3607,3
3608,7
3609,3
3610,3
3611,3
3612,6
3613,6
3614,6
3615,3
3616,7
3617,6
3618,7
3619,6
3620,7
3621,2
3622,3
3623,7
3624,7
3625,3
3626,3
3627,7
3628,1
3629,7
3630,3
3631,7
3632,6
3633,6
3634,6
3635,7
3636,7
3637,5
3638,6
3639,3
3640,7
3641,3
3642,3
3643,6
3644,7
3645,6
3646,3
3647,7
3648,6
3649,5
3650,6
3651,6
3652,6
3653,3
3654,6
3655,7
3656,6
3657,3
3658,7
3659,3
3660,6
3661,3
3662,6
3663,6
3664,3
3665,1
3666,7
3667,7
3668,7
3669,6
3670,7
3671,3
3672,7
3673,6
3674,6
3675,3
3676,7
3677,3
3678,6
3679,6
3680,2
3681,6
3682,3
3683,7
3684,6
3685,6
3686,6
3687,6
3688,5
3689,6
3690,7
3691,7
3692,3
3693,2
3694,6
3695,7
3696,3
3697,3
3698,3
3699,5
3700,3
3701,7
3702,4
3703,6
3704,6
3705,3
3706,3
3707,7
3708,1
3709,7
3710,7
3711,1
3712,7
3713,6
3714,7
3715,7
3716,7
3717,6
3718,7
3719,7
3720,6
3721,7
3722,7
3723,7
3724,2
3725,3
3726,7
3727,3
3728,7
3729,3
3730,3
3731,5
3732,7
3733,3
3734,7
3735,7
3736,3
3737,7
3738,3
3739,7
3740,7
3741,7
3742,4
3743,6
3744,6
3745,3
3746,7
3747,6
3748,6
3749,2
3750,7
3751,6
3752,6
3753,2
3754,3
3755,7
3756,6
3757,6
3758,2
3759,7
3760,7
3761,7
3762,2
3763,3
3764,5
3765,7
3766,7
3767,2
3768,3
3769,3
3770,6
3771,3
3772,3
3773,5
3774,3
3775,3
3776,7
3777,7
3778,6
3779,7
3780,5
3781,3
3782,7
3783,6
3784,3
3785,3
3786,2
3787,3
3788,6
3789,3
3790,7
3791,7
3792,3
3793,7
3794,7
3795,6
3796,6
3797,3
3798,7
3799,7
3800,6
3801,7
3802,3
3803,7
3804,6
3805,5
3806,7
3807,7
3808,6
3809,6
3810,2
3811,1
3812,7
3813,6
3814,6
3815,7
3816,6
3817,3
3818,3
3819,4
3820,5
3821,3
3822,7
3823,7
3824,6
3825,2
3826,6
3827,6
3828,1
3829,3
3830,6
3831,7
3832,6
3833,6
3834,7
3835,6
3836,3
3837,3
3838,3
3839,3
3840,6
3841,4
3842,7
3843,6
3844,6
3845,7
3846,6
3847,1
3848,6
3849,7
3850,6
3851,6
3852,3
3853,6
3854,7
3855,3
3856,3
3857,6
3858,3
3859,6
3860,6
3861,6
3862,3
3863,6
3864,6
3865,3
3866,6
3867,6
3868,7
3869,5
3870,3
3871,6
3872,7
3873,6
3874,3
3875,7
3876,6
3877,6
3878,7
3879,3
3880,7
3881,6
3882,3
3883,3
3884,3
3885,6
3886,6
3887,6
3888,3
3889,7
3890,3
3891,7
3892,3
3893,6
3894,6
3895,3
3896,6
3897,6
3898,6
3899,5
3900,6
3901,3
3902,6
3903,6
3904,6
3905,3
3906,7
3907,6
3908,5
3909,7
3910,6
3911,6
3912,6
3913,3
3914,7
3915,7
3916,3
3917,3
3918,5
3919,6
3920,7
3921,6
3922,6
3923,7
3924,3
3925,7
3926,7
3927,7
3928,7
3929,6
3930,6
3931,3
3932,6
3933,7
3934,6
3935,7
3936,6
3937,3
3938,6
3939,3
3940,3
3941,7
3942,6
3943,1
3944,3
3945,7
3946,3
3947,3
3948,6
3949,7
3950,3
3951,6
3952,6
3953,7
3954,5
3955,2
3956,4
3957,2
3958,3
3959,7
3960,6
3961,7
3962,7
3963,3
3964,1
3965,1
3966,6
3967,3
3968,3
3969,3
3970,1
3971,7
3972,7
3973,3
3974,6
3975,3
3976,6
3977,3
3978,7
3979,4
3980,6
3981,6
3982,1
3983,6
3984,7
3985,3
3986,6
3987,4
3988,7
3989,7
3990,3
3991,3
3992,3
3993,6
3994,6
3995,6
3996,6
3997,7
3998,6
3999,3
4000,3
4001,6
4002,3
4003,6
4004,6
4005,7
4006,6
4007,6
4008,3
4009,6
4010,7
4011,3
4012,7
4013,6
4014,7
4015,7
4016,7
4017,6
4018,6
4019,5
4020,3
4021,7
4022,6
4023,7
4024,6
4025,7
4026,6
4027,3
4028,6
4029,3
4030,7
4031,3
4032,7
4033,6
4034,3
4035,3
4036,6
4037,6
4038,3
4039,5
4040,7
4041,3
4042,3
4043,3
4044,4
4045,6
4046,7
4047,7
4048,3
4049,7
4050,7
4051,6
4052,6
4053,1
4054,6
4055,7
4056,6
4057,7
4058,7
4059,6
4060,7
4061,6
4062,6
4063,1
4064,6
4065,6
4066,6
4067,6
4068,7
4069,3
4070,6
4071,6
4072,7
4073,3
4074,6
4075,1
4076,3
4077,2
4078,6
4079,7
4080,6
4081,3
4082,6
4083,3
4084,6
4085,7
4086,6
4087,7
4088,3
4089,5
4090,6
4091,7
4092,6
4093,6
4094,3
4095,6
4096,5
4097,6
4098,4
4099,7
4100,3
4101,3
4102,6
4103,6
4104,6
4105,3
4106,6
4107,6
4108,7
4109,7
4110,6
4111,7
4112,3
4113,6
4114,3
4115,1
4116,6
4117,2
4118,3
4119,7
4120,7
4121,1
4122,6
4123,7
4124,5
4125,6
4126,7
4127,7
4128,6
4129,3
4130,2
4131,7
4132,6
4133,1
4134,3
4135,1
4136,7
4137,7
4138,3
4139,7
4140,6
4141,3
4142,6
4143,6
4144,5
4145,3
4146,6
4147,6
4148,3
4149,7
4150,6
4151,6
4152,7
4153,3
4154,6
4155,6
4156,6
4157,3
4158,7
4159,7
4160,6
4161,7
4162,6
4163,7
4164,4
4165,6
4166,6
4167,6
4168,6
4169,7
4170,4
4171,7
4172,7
4173,3
4174,1
4175,6
4176,6
4177,3
4178,6
4179,6
4180,6
4181,6
4182,7
4183,1
4184,6
4185,3
4186,7
4187,7
4188,7
4189,7
4190,3
4191,6
4192,3
4193,7
4194,7
4195,7
4196,7
4197,7
4198,6
4199,3
4200,3
4201,6
4202,7
4203,6
4204,4
4205,7
4206,6
4207,6
4208,6
4209,7
4210,7
4211,7
4212,6
4213,3
4214,7
4215,7
4216,4
4217,7
4218,3
4219,7
4220,6
4221,6
4222,3
4223,3
4224,7
4225,3
4226,7
4227,7
4228,3
4229,7
4230,3
4231,3
4232,7
4233,7
4234,7
4235,2
4236,7
4237,6
4238,3
4239,7
4240,7
4241,6
4242,7
4243,3
4244,3
4245,2
4246,6
4247,7
4248,7
4249,7
4250,3
4251,6
4252,6
4253,3
4254,7
4255,6
4256,3
4257,3
4258,5
4259,7
4260,7
4261,2
4262,6
4263,6
4264,3
4265,7
4266,6
4267,3
4268,7
4269,7
4270,6
4271,4
4272,3
4273,5
4274,6
4275,3
4276,7
4277,3
4278,6
4279,7
4280,7
4281,6
4282,7
4283,3
4284,6
4285,3
4286,7
4287,6
4288,6
4289,7
4290,7
4291,2
4292,7
4293,7
4294,6
4295,7
4296,1
4297,3
4298,6
4299,6
4300,3
4301,7
4302,6
4303,6
4304,6
4305,2
4306,6
4307,3
4308,7
4309,6
4310,7
4311,1
4312,6
4313,7
4314,3
4315,7
4316,6
4317,3
4318,2
4319,6
4320,6
4321,7
4322,7
4323,3
4324,3
4325,6
4326,3
4327,7
4328,3
4329,3
4330,6
4331,3
4332,3
4333,7
4334,3
4335,3
4336,7
4337,3
4338,3
4339,3
4340,7
4341,7
4342,3
4343,7
4344,6
4345,3
4346,3
4347,3
4348,3
4349,7
4350,3
4351,7
4352,6
4353,7
4354,3
4355,4
4356,6
4357,6
4358,7
4359,7
4360,7
4361,6
4362,3
4363,3
4364,7
4365,7
4366,3
4367,7
4368,6
4369,7
4370,7
4371,4
4372,6
4373,6
4374,6
4375,7
4376,1
4377,7
4378,3
4379,3
4380,3
4381,7
4382,3
4383,3
4384,7
4385,6
4386,7
4387,6
4388,6
4389,6
4390,6
4391,6
4392,3
4393,7
4394,7
4395,3
4396,1
4397,6
4398,3
4399,4
4400,6
4401,7
4402,1
4403,7
4404,7
4405,3
4406,6
4407,7
4408,6
4409,6
4410,7
4411,3
4412,1
4413,3
4414,7
4415,6
4416,3
4417,3
4418,6
4419,7
4420,7
4421,4
4422,3
4423,3
4424,3
4425,7
4426,7
4427,1
4428,6
4429,7
4430,7
4431,4
4432,6
4433,6
4434,7
4435,6
4436,6
4437,4
4438,3
4439,6
4440,3
4441,6
4442,6
4443,6
4444,2
4445,6
4446,7
4447,5
4448,6
4449,3
4450,7
4451,6
4452,6
4453,6
4454,1
4455,3
4456,3
4457,3
4458,7
4459,3
4460,6
4461,6
4462,7
4463,7
4464,6
4465,7
4466,5
4467,6
4468,3
4469,2
4470,7
4471,7
4472,3
4473,7
4474,6
4475,3
4476,6
4477,7
4478,1
4479,3
4480,7
4481,6
4482,6
4483,7
4484,3
4485,7
4486,7
4487,6
4488,7
4489,6
4490,6
4491,7
4492,3
4493,3
4494,7
4495,7
4496,4
4497,2
4498,3
4499,2
4500,2
4501,6
4502,6
4503,1
4504,7
4505,1
4506,6
4507,3
4508,7
4509,3
4510,3
4511,2
4512,6
4513,3
4514,3
4515,7
4516,6
4517,6
4518,7
4519,6
4520,4
4521,7
4522,3
4523,7
4524,3
4525,3
4526,6
4527,2
4528,6
4529,6
4530,5
4531,2
4532,6
4533,3
4534,7
4535,3
4536,7
4537,5
4538,3
4539,6
4540,6
4541,6
4542,7
4543,7
4544,6
4545,2
4546,6
4547,3
4548,6
4549,3
4550,3
4551,6
4552,6
4553,7
4554,6
4555,6
4556,3
4557,6
4558,6
4559,3
4560,3
4561,3
4562,7
4563,7
4564,7
4565,3
4566,4
4567,3
4568,7
4569,3
4570,3
4571,6
4572,3
4573,6
4574,3
4575,5
4576,5
4577,7
4578,2
4579,7
4580,6
4581,2
4582,2
4583,6
4584,6
4585,7
4586,6
4587,5
4588,1
4589,6
4590,3
4591,1
4592,7
4593,3
4594,3
4595,3
4596,6
4597,7
4598,7
4599,7
4600,6
4601,6
4602,3
4603,6
4604,6
4605,6
4606,2
4607,3
4608,3
4609,7
4610,7
4611,6
4612,5
4613,3
4614,3
4615,6
4616,7
4617,7
4618,3
4619,7
4620,3
4621,3
4622,6
4623,6
4624,3
4625,6
4626,7
4627,6
4628,7
4629,7
4630,6
4631,2
4632,6
4633,7
4634,7
4635,7
4636,7
4637,4
4638,3
4639,3
4640,3
4641,7
4642,3
4643,7
4644,2
4645,7
4646,3
4647,6
4648,2
4649,3
4650,3
4651,7
4652,7
4653,7
4654,7
4655,3
4656,7
4657,6
4658,6
4659,6
4660,6
4661,6
4662,7
4663,3
4664,3
4665,7
4666,6
4667,7
4668,6
4669,7
4670,7
4671,6
4672,4
4673,7
4674,7
4675,6
4676,7
4677,3
4678,3
4679,3
4680,3
4681,3
4682,3
4683,3
4684,3
4685,3
4686,6
4687,3
4688,7
4689,3
4690,7
4691,3
4692,3
4693,1
4694,7
4695,6
4696,3
4697,4
4698,7
4699,6
4700,7
4701,7
4702,7
4703,1
4704,3
4705,6
4706,3
4707,4
4708,3
4709,6
4710,6
4711,7
4712,7
4713,4
4714,7
4715,3
4716,6
4717,6
4718,7
4719,7
4720,6
4721,3
4722,7
4723,6
4724,7
4725,4
4726,3
4727,5
4728,6
4729,2
4730,6
4731,3
4732,7
4733,3
4734,7
4735,3
4736,7
4737,3
4738,7
4739,4
4740,6
4741,6
4742,4
4743,6
4744,6
4745,3
4746,4
4747,6
4748,2
4749,5
4750,6
4751,3
4752,3
4753,2
4754,7
4755,1
4756,6
4757,6
4758,6
4759,6
4760,7
4761,7
4762,3
4763,3
4764,7
4765,3
4766,3
4767,7
4768,7
4769,6
4770,7
4771,3
4772,3
4773,2
4774,7
4775,6
4776,7
4777,6
4778,2
4779,6
4780,6
4781,7
4782,7
4783,7
4784,4
4785,3
4786,6
4787,2
4788,5
4789,6
4790,3
4791,6
4792,1
4793,6
4794,6
4795,3
4796,7
4797,3
4798,4
4799,7
4800,3
4801,6
4802,7
4803,6
4804,3
4805,7
4806,7
4807,6
4808,1
4809,6
4810,2
4811,3
4812,7
4813,7
4814,3
4815,6
4816,7
4817,3
4818,7
4819,6
4820,6
4821,3
4822,3
4823,6
4824,3
4825,7
4826,6
4827,3
4828,6
4829,7
4830,4
4831,7
4832,7
4833,3
4834,7
4835,7
4836,6
4837,7
4838,6
4839,1
4840,7
4841,7
4842,7
4843,2
4844,6
4845,7
4846,6
4847,7
4848,1
4849,6
4850,3
4851,7
4852,6
4853,7
4854,7
4855,6
4856,3
4857,7
4858,6
4859,3
4860,7
4861,6
4862,3
4863,3
4864,3
4865,6
4866,4
4867,7
4868,6
4869,1
4870,6
4871,3
4872,3
4873,7
4874,7
4875,3
4876,5
4877,2
4878,6
4879,7
4880,2
4881,6
4882,7
4883,3
4884,3
4885,3
4886,7
4887,6
4888,7
4889,6
4890,7
4891,6
4892,7
4893,7
4894,6
4895,7
4896,7
4897,4
4898,7
4899,7
4900,3
4901,3
4902,7
4903,6
4904,3
4905,6
4906,2
4907,3
4908,7
4909,6
4910,3
4911,7
4912,7
4913,7
4914,7
4915,1
4916,6
4917,2
4918,7
4919,3
4920,7
4921,6
4922,6
4923,6
4924,3
4925,3
4926,6
4927,3
4928,3
4929,6
4930,3
4931,6
4932,3
4933,6
4934,6
4935,3
4936,6
4937,6
4938,6
4939,6
4940,6
4941,7
4942,6
4943,3
4944,3
4945,7
4946,7
4947,3
4948,6
4949,1
4950,1
4951,6
4952,7
4953,3
4954,3
4955,3
4956,6
4957,3
4958,7
4959,3
4960,6
4961,7
4962,7
4963,6
4964,3
4965,7
4966,6
4967,3
4968,3
4969,4
4970,7
4971,6
4972,6
4973,4
4974,7
4975,7
4976,7
4977,7
4978,6
4979,7
4980,7
4981,3
4982,7
4983,6
4984,7
4985,6
4986,7
4987,3
4988,7
4989,7
4990,3
4991,3
4992,5
4993,3
4994,3
4995,3
4996,6
4997,7
4998,6
4999,7
5000,7
5001,3
5002,7
5003,3
5004,6
5005,7
5006,6
5007,2
5008,3
5009,7
5010,3
5011,7
5012,7
5013,6
5014,1
5015,3
5016,3
5017,7
5018,6
5019,6
5020,6
5021,3
5022,3
5023,3
5024,7
5025,6
5026,7
5027,2
5028,7
5029,3
5030,7
5031,3
5032,5
5033,2
5034,6
5035,3
5036,7
5037,3
5038,2
5039,6
5040,3
5041,7
5042,7
5043,7
5044,7
5045,7
5046,7
5047,6
5048,3
5049,3
5050,7
5051,7
5052,3
5053,3
5054,3
5055,6
5056,7
5057,6
5058,6
5059,6
5060,7
5061,7
5062,3
5063,3
5064,7
5065,6
5066,7
5067,7
5068,7
5069,6
5070,6
5071,3
5072,7
5073,1
5074,1
5075,7
5076,2
5077,6
5078,7
5079,3
5080,3
5081,7
5082,6
5083,3
5084,7
5085,7
5086,6
5087,1
5088,3
5089,3
5090,3
5091,3
5092,6
5093,3
5094,3
5095,7
5096,3
5097,6
5098,7
5099,3
5100,6
5101,3
5102,7
5103,7
5104,6
5105,7
5106,6
5107,7
5108,6
5109,7
5110,6
5111,3
5112,6
5113,7
5114,5
5115,7
5116,6
5117,6
5118,2
5119,6
5120,7
5121,7
5122,7
5123,3
5124,6
5125,6
5126,3
5127,6
5128,6
5129,2
5130,6
5131,6
5132,7
5133,7
5134,7
5135,6
5136,3
5137,7
5138,7
5139,3
5140,6
5141,6
5142,6
5143,6
5144,3
5145,3
5146,3
5147,7
5148,6
5149,6
5150,7
5151,6
5152,7
5153,7
5154,3
5155,3
5156,6
5157,3
5158,7
5159,6
5160,6
5161,3
5162,7
5163,7
5164,3
5165,3
5166,3
5167,2
5168,7
5169,3
5170,3
5171,6
5172,2
5173,7
5174,3
5175,7
5176,3
5177,7
5178,7
5179,3
5180,7
5181,7
5182,2
5183,3
5184,5
5185,5
5186,3
5187,7
5188,3
5189,7
5190,6
5191,3
5192,3
5193,6
5194,4
5195,3
5196,7
5197,6
5198,3
5199,6
5200,7
5201,6
5202,7
5203,3
5204,5
5205,3
5206,6
5207,3
5208,3
5209,7
5210,6
5211,3
5212,6
5213,3
5214,7
5215,6
5216,6
5217,5
5218,3
5219,6
5220,3
5221,7
5222,3
5223,3
5224,3
5225,6
5226,7
5227,7
5228,3
5229,3
5230,7
5231,7
5232,7
5233,6
5234,7
5235,2
5236,6
5237,5
5238,3
5239,6
5240,7
5241,7
5242,3
5243,7
5244,7
5245,6
5246,3
5247,6
5248,3
5249,6
5250,6
5251,7
5252,6
5253,6
5254,6
5255,6
5256,3
5257,1
5258,7
5259,7
5260,6
5261,6
5262,6
5263,3
5264,6
5265,7
5266,6
5267,7
5268,4
5269,7
5270,7
5271,7
5272,7
5273,6
5274,3
5275,6
5276,3
5277,6
5278,3
5279,6
5280,6
5281,3
5282,6
5283,6
5284,7
5285,5
5286,3
5287,3
5288,3
5289,7
5290,7
5291,3
5292,6
5293,7
5294,6
5295,6
5296,6
5297,3
5298,6
5299,7
5300,7
5301,3
5302,6
5303,7
5304,7
5305,3
5306,3
5307,2
5308,6
5309,2
5310,6
5311,3
5312,7
5313,3
5314,4
5315,7
5316,6
5317,5
5318,7
5319,5
5320,7
5321,6
5322,3
5323,3
5324,3
5325,7
5326,4
5327,6
5328,2
5329,6
5330,6
5331,6
5332,7
5333,7
5334,7
5335,7
5336,6
5337,3
5338,6
5339,3
5340,3
5341,2
5342,4
5343,7
5344,7
5345,6
5346,7
5347,7
5348,3
5349,7
5350,7
5351,3
5352,7
5353,6
5354,7
5355,3
5356,6
5357,3
5358,7
5359,6
5360,6
5361,1
5362,7
5363,3
5364,7
5365,2
5366,6
5367,3
5368,6
5369,3
5370,6
5371,3
5372,7
5373,3
5374,3
5375,6
5376,4
5377,7
5378,7
5379,7
5380,7
5381,6
5382,6
5383,3
5384,3
5385,6
5386,3
5387,7
5388,7
5389,6
5390,6
5391,7
5392,6
5393,6
5394,7
5395,7
5396,3
5397,6
5398,6
5399,6
5400,6
5401,6
5402,6
5403,7
5404,7
5405,6
5406,3
5407,7
5408,3
5409,3
5410,2
5411,3
5412,6
5413,4
5414,6
5415,7
5416,7
5417,6
5418,3
5419,7
5420,1
5421,2
5422,1
5423,6
5424,7
5425,3
5426,5
5427,1
5428,6
5429,6
5430,6
5431,1
5432,6
5433,3
5434,2
5435,3
5436,7
5437,6
5438,3
5439,6
5440,3
5441,6
5442,3
5443,6
5444,7
5445,7
5446,6
5447,3
5448,3
5449,7
5450,7
5451,6
5452,6
5453,2
5454,3
5455,3
5456,7
5457,7
5458,6
5459,6
5460,3
5461,6
5462,3
5463,2
5464,7
5465,6
5466,7
5467,6
5468,4
5469,3
5470,3
5471,2
5472,7
5473,3
5474,3
5475,7
5476,3
5477,3
5478,2
5479,6
5480,6
5481,1
5482,3
5483,7
5484,3
5485,7
5486,7
5487,1
5488,7
5489,3
5490,5
5491,5
5492,6
5493,7
5494,6
5495,7
5496,7
5497,3
5498,6
5499,6
5500,6
5501,7
5502,7
5503,6
5504,3
5505,6
5506,7
5507,6
5508,5
5509,7
5510,7
5511,3
5512,3
5513,2
5514,7
5515,3
5516,3
5517,7
5518,3
5519,6
5520,1
5521,6
5522,3
5523,7
5524,5
5525,3
5526,7
5527,7
5528,7
5529,6
5530,6
5531,7
5532,3
5533,7
5534,6
5535,3
5536,6
5537,3
5538,4
5539,3
5540,6
5541,6
5542,6
5543,6
5544,7
5545,7
5546,7
5547,3
5548,7
5549,7
5550,7
5551,7
5552,6
5553,3
5554,3
5555,6
5556,3
5557,6
5558,3
5559,3
5560,3
5561,7
5562,6
5563,3
5564,3
5565,2
5566,6
5567,6
5568,7
5569,3
5570,3
5571,6
5572,3
5573,7
5574,5
5575,3
5576,6
5577,3
5578,7
5579,6
5580,7
5581,7
5582,6
5583,7
5584,6
5585,7
5586,7
5587,3
5588,6
5589,3
5590,3
5591,7
5592,7
5593,6
5594,7
5595,7
5596,7
5597,6
5598,3
5599,6
5600,7
5601,6
5602,6
5603,7
5604,4
5605,3
5606,3
5607,6
5608,3
5609,3
5610,7
5611,7
5612,2
5613,3
5614,7
5615,6
5616,7
5617,7
5618,6
5619,7
5620,2
5621,2
5622,1
5623,1
5624,6
5625,5
5626,7
5627,3
5628,6
5629,6
5630,1
5631,3
5632,3
5633,6
5634,6
5635,7
5636,6
5637,6
5638,6
5639,6
5640,7
5641,3
5642,7
5643,7
5644,6
5645,3
5646,6
5647,2
5648,6
5649,6
5650,7
5651,7
5652,7
5653,6
5654,7
5655,6
5656,6
5657,6
5658,7
5659,6
5660,7
5661,6
5662,3
5663,7
5664,6
5665,6
5666,3
5667,7
5668,7
5669,3
5670,7
5671,6
5672,6
5673,3
5674,6
5675,5
5676,3
5677,4
5678,7
5679,6
5680,2
5681,6
5682,7
5683,7
5684,6
5685,7
5686,3
5687,3
5688,6
5689,3
5690,6
5691,7
5692,5
5693,6
5694,6
5695,3
5696,6
5697,7
5698,3
5699,7
5700,6
5701,7
5702,3
5703,6
5704,6
5705,6
5706,6
5707,6
5708,6
5709,7
5710,6
5711,7
5712,6
5713,7
5714,3
5715,7
5716,5
5717,6
5718,6
5719,3
5720,3
5721,3
5722,3
5723,7
5724,4
5725,2
5726,7
5727,7
5728,3
5729,3
5730,3
5731,7
5732,6
5733,7
5734,3
5735,7
5736,3
5737,4
5738,6
5739,3
5740,3
5741,7
5742,2
5743,7
5744,3
5745,3
5746,3
5747,7
5748,6
5749,7
5750,6
5751,6
5752,6
5753,7
5754,6
5755,1
5756,6
5757,7
5758,7
5759,6
5760,3
5761,6
5762,6
5763,1
5764,7
5765,6
5766,7
5767,2
5768,3
5769,7
5770,6
5771,6
5772,7
5773,7
5774,3
5775,5
5776,1
5777,3
5778,3
