,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
470,15,LSC,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
471,50,LSC,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
472,100,LSC,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
473,150,LSC,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
474,199,LSC,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0,average,LSC,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
520,15,LSC,Data11_,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
521,50,LSC,Data11_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
522,100,LSC,Data11_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
523,150,LSC,Data11_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
524,199,LSC,Data11_,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0
1,average,LSC,Data11_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
570,15,LSC,Data12_,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
571,50,LSC,Data12_,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
572,100,LSC,Data12_,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0
573,150,LSC,Data12_,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1
574,199,LSC,Data12_,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1
2,average,LSC,Data12_,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
620,15,LSC,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
621,50,LSC,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
622,100,LSC,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
623,150,LSC,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
624,199,LSC,Data13_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
3,average,LSC,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,15,LSC,Data1_,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1
21,50,LSC,Data1_,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1
22,100,LSC,Data1_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
23,150,LSC,Data1_,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1
24,199,LSC,Data1_,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
4,average,LSC,Data1_,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1
70,15,LSC,Data2_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
71,50,LSC,Data2_,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1
72,100,LSC,Data2_,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1
73,150,LSC,Data2_,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1
74,199,LSC,Data2_,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
5,average,LSC,Data2_,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1
120,15,LSC,Data3_,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1
121,50,LSC,Data3_,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1
122,100,LSC,Data3_,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1
123,150,LSC,Data3_,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
124,199,LSC,Data3_,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
6,average,LSC,Data3_,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1
170,15,LSC,Data4_,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171,50,LSC,Data4_,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
172,100,LSC,Data4_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
173,150,LSC,Data4_,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
174,199,LSC,Data4_,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0
7,average,LSC,Data4_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220,15,LSC,Data5_,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1
221,50,LSC,Data5_,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1
222,100,LSC,Data5_,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
223,150,LSC,Data5_,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1
224,199,LSC,Data5_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
8,average,LSC,Data5_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
270,15,LSC,Data6_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
