,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
455,15,DCP,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
456,50,DCP,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
457,100,DCP,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
458,150,DCP,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
459,199,DCP,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,average,DCP,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
505,15,DCP,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
506,50,DCP,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
507,100,DCP,Data11_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
508,150,DCP,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
509,199,DCP,Data11_,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
1,average,DCP,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
555,15,DCP,Data12_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,50,DCP,Data12_,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
557,100,DCP,Data12_,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
558,150,DCP,Data12_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,199,DCP,Data12_,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,average,DCP,Data12_,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
605,15,DCP,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
606,50,DCP,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
607,100,DCP,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
608,150,DCP,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
609,199,DCP,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,average,DCP,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,15,DCP,Data1_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
6,50,DCP,Data1_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
7,100,DCP,Data1_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
8,150,DCP,Data1_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
9,199,DCP,Data1_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
4,average,DCP,Data1_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
55,15,DCP,Data2_,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
56,50,DCP,Data2_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
57,100,DCP,Data2_,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0
58,150,DCP,Data2_,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1
59,199,DCP,Data2_,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1
5,average,DCP,Data2_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
105,15,DCP,Data3_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106,50,DCP,Data3_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,100,DCP,Data3_,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
108,150,DCP,Data3_,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
109,199,DCP,Data3_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,average,DCP,Data3_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,15,DCP,Data4_,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
156,50,DCP,Data4_,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
157,100,DCP,Data4_,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
158,150,DCP,Data4_,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
159,199,DCP,Data4_,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
7,average,DCP,Data4_,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
205,15,DCP,Data5_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
206,50,DCP,Data5_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
207,100,DCP,Data5_,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0
208,150,DCP,Data5_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
209,199,DCP,Data5_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,average,DCP,Data5_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
255,15,DCP,Data6_,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
256,50,DCP,Data6_,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257,100,DCP,Data6_,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
258,150,DCP,Data6_,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259,199,DCP,Data6_,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,average,DCP,Data6_,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
305,15,DCP,Data7_,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1
306,50,DCP,Data7_,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
307,100,DCP,Data7_,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
308,150,DCP,Data7_,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1
309,199,DCP,Data7_,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1
10,average,DCP,Data7_,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1
355,15,DCP,Data8_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
356,50,DCP,Data8_,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
357,100,DCP,Data8_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
358,150,DCP,Data8_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
359,199,DCP,Data8_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,average,DCP,Data8_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
405,15,DCP,Data9_,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
406,50,DCP,Data9_,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1
407,100,DCP,Data9_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408,150,DCP,Data9_,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1
409,199,DCP,Data9_,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1
12,average,DCP,Data9_,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1
705,15,DCP,arrhythmia_cfs,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1
706,50,DCP,arrhythmia_cfs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,100,DCP,arrhythmia_cfs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,150,DCP,arrhythmia_cfs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,199,DCP,arrhythmia_cfs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,average,DCP,arrhythmia_cfs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,15,DCP,banknote_authentication,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
1156,50,DCP,banknote_authentication,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1157,100,DCP,banknote_authentication,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1158,150,DCP,banknote_authentication,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1159,199,DCP,banknote_authentication,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,average,DCP,banknote_authentication,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
905,15,DCP,breast-w,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0
906,50,DCP,breast-w,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1
907,100,DCP,breast-w,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1
908,150,DCP,breast-w,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
909,199,DCP,breast-w,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1
15,average,DCP,breast-w,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1005,15,DCP,diabetes,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1006,50,DCP,diabetes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1007,100,DCP,diabetes,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1008,150,DCP,diabetes,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1009,199,DCP,diabetes,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
16,average,DCP,diabetes,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1
805,15,DCP,diabetic_retinopathy,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1
806,50,DCP,diabetic_retinopathy,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
807,100,DCP,diabetic_retinopathy,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1
808,150,DCP,diabetic_retinopathy,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
809,199,DCP,diabetic_retinopathy,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1
17,average,DCP,diabetic_retinopathy,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
955,15,DCP,ilpd,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
956,50,DCP,ilpd,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
957,100,DCP,ilpd,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0
958,150,DCP,ilpd,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
959,199,DCP,ilpd,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
18,average,DCP,ilpd,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1055,15,DCP,ionosphere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1056,50,DCP,ionosphere,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
1057,100,DCP,ionosphere,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
1058,150,DCP,ionosphere,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1
1059,199,DCP,ionosphere,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,average,DCP,ionosphere,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
