,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
465,15,Hostility,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
466,50,Hostility,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
467,100,Hostility,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
468,150,Hostility,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
469,199,Hostility,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,average,Hostility,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
515,15,Hostility,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
516,50,Hostility,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
517,100,Hostility,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
518,150,Hostility,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
519,199,Hostility,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,average,Hostility,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
565,15,Hostility,Data12_,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,50,Hostility,Data12_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,100,Hostility,Data12_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,150,Hostility,Data12_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
569,199,Hostility,Data12_,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,average,Hostility,Data12_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,15,Hostility,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
616,50,Hostility,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
617,100,Hostility,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
618,150,Hostility,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
619,199,Hostility,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3,average,Hostility,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,15,Hostility,Data1_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
16,50,Hostility,Data1_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
17,100,Hostility,Data1_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
18,150,Hostility,Data1_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
19,199,Hostility,Data1_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
4,average,Hostility,Data1_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
65,15,Hostility,Data2_,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
66,50,Hostility,Data2_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
67,100,Hostility,Data2_,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
68,150,Hostility,Data2_,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
69,199,Hostility,Data2_,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0
5,average,Hostility,Data2_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
115,15,Hostility,Data3_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
116,50,Hostility,Data3_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
117,100,Hostility,Data3_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
118,150,Hostility,Data3_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
119,199,Hostility,Data3_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
6,average,Hostility,Data3_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
165,15,Hostility,Data4_,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
166,50,Hostility,Data4_,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167,100,Hostility,Data4_,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
168,150,Hostility,Data4_,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169,199,Hostility,Data4_,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,average,Hostility,Data4_,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,15,Hostility,Data5_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,50,Hostility,Data5_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
217,100,Hostility,Data5_,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
218,150,Hostility,Data5_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219,199,Hostility,Data5_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,average,Hostility,Data5_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265,15,Hostility,Data6_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266,50,Hostility,Data6_,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267,100,Hostility,Data6_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
268,150,Hostility,Data6_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
