,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
495,15,kDN,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
496,50,kDN,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
497,100,kDN,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
498,150,kDN,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
499,199,kDN,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,average,kDN,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
545,15,kDN,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
546,50,kDN,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
547,100,kDN,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
548,150,kDN,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
549,199,kDN,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,average,kDN,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
595,15,kDN,Data12_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,50,kDN,Data12_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,100,kDN,Data12_,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,150,kDN,Data12_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,199,kDN,Data12_,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,average,kDN,Data12_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,15,kDN,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
646,50,kDN,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
647,100,kDN,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
648,150,kDN,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
649,199,kDN,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,average,kDN,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,15,kDN,Data1_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,50,kDN,Data1_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,100,kDN,Data1_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,150,kDN,Data1_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
49,199,kDN,Data1_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,average,kDN,Data1_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,15,kDN,Data2_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,50,kDN,Data2_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,100,kDN,Data2_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,150,kDN,Data2_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99,199,kDN,Data2_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
5,average,kDN,Data2_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145,15,kDN,Data3_,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
146,50,kDN,Data3_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
147,100,kDN,Data3_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
148,150,kDN,Data3_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
149,199,kDN,Data3_,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
6,average,kDN,Data3_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
195,15,kDN,Data4_,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
196,50,kDN,Data4_,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
197,100,kDN,Data4_,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198,150,kDN,Data4_,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199,199,kDN,Data4_,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
7,average,kDN,Data4_,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245,15,kDN,Data5_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
246,50,kDN,Data5_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
247,100,kDN,Data5_,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
248,150,kDN,Data5_,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
249,199,kDN,Data5_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,average,kDN,Data5_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295,15,kDN,Data6_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
296,50,kDN,Data6_,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
297,100,kDN,Data6_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
298,150,kDN,Data6_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
299,199,kDN,Data6_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,average,kDN,Data6_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345,15,kDN,Data7_,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1
346,50,kDN,Data7_,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1
347,100,kDN,Data7_,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
348,150,kDN,Data7_,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
349,199,kDN,Data7_,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
10,average,kDN,Data7_,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
395,15,kDN,Data8_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
396,50,kDN,Data8_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
397,100,kDN,Data8_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
398,150,kDN,Data8_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
399,199,kDN,Data8_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,average,kDN,Data8_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
445,15,kDN,Data9_,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
446,50,kDN,Data9_,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
447,100,kDN,Data9_,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
448,150,kDN,Data9_,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1
449,199,kDN,Data9_,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
12,average,kDN,Data9_,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
745,15,kDN,arrhythmia_cfs,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1
746,50,kDN,arrhythmia_cfs,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
747,100,kDN,arrhythmia_cfs,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
748,150,kDN,arrhythmia_cfs,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
749,199,kDN,arrhythmia_cfs,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1
13,average,kDN,arrhythmia_cfs,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
1195,15,kDN,banknote_authentication,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
1196,50,kDN,banknote_authentication,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1197,100,kDN,banknote_authentication,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1198,150,kDN,banknote_authentication,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1
1199,199,kDN,banknote_authentication,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,average,kDN,banknote_authentication,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1
945,15,kDN,breast-w,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
946,50,kDN,breast-w,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
947,100,kDN,breast-w,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
948,150,kDN,breast-w,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
949,199,kDN,breast-w,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0
15,average,kDN,breast-w,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1045,15,kDN,diabetes,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1046,50,kDN,diabetes,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1047,100,kDN,diabetes,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1
1048,150,kDN,diabetes,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
1049,199,kDN,diabetes,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
16,average,kDN,diabetes,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
845,15,kDN,diabetic_retinopathy,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0
846,50,kDN,diabetic_retinopathy,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0
847,100,kDN,diabetic_retinopathy,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0
848,150,kDN,diabetic_retinopathy,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0
849,199,kDN,diabetic_retinopathy,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0
17,average,kDN,diabetic_retinopathy,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0
995,15,kDN,ilpd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
996,50,kDN,ilpd,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
997,100,kDN,ilpd,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0
998,150,kDN,ilpd,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0
999,199,kDN,ilpd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,average,kDN,ilpd,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1
1095,15,kDN,ionosphere,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
1096,50,kDN,ionosphere,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1
1097,100,kDN,ionosphere,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
1098,150,kDN,ionosphere,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1
1099,199,kDN,ionosphere,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19,average,kDN,ionosphere,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1
695,15,kDN,pima,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1
696,50,kDN,pima,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
697,100,kDN,pima,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
698,150,kDN,pima,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1
699,199,kDN,pima,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,average,kDN,pima,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
895,15,kDN,segment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
896,50,kDN,segment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,100,kDN,segment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,150,kDN,segment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
899,199,kDN,segment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,average,kDN,segment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,15,kDN,sonar,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1146,50,kDN,sonar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,100,kDN,sonar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,150,kDN,sonar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,199,kDN,sonar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,average,kDN,sonar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,15,kDN,vertebral_column,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0
796,50,kDN,vertebral_column,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
797,100,kDN,vertebral_column,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,150,kDN,vertebral_column,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
799,199,kDN,vertebral_column,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,average,kDN,vertebral_column,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,15,kDN,wdbc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1246,50,kDN,wdbc,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1
1247,100,kDN,wdbc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,150,kDN,wdbc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,199,kDN,wdbc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,average,kDN,wdbc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
