n_ensemble,weights,accuracy_mean,Boots_Hostility_dataset_mean,Boots_kDN_dataset_mean,Boots_DCP_dataset_mean,Boots_TD_U_dataset_mean,Boots_CLD_dataset_mean,Boots_N1_dataset_mean,Boots_N2_dataset_mean,Boots_LSC_dataset_mean,Boots_F1_dataset_mean,accuracy_std,Boots_Hostility_dataset_std,Boots_kDN_dataset_std,Boots_DCP_dataset_std,Boots_TD_U_dataset_std,Boots_CLD_dataset_std,Boots_N1_dataset_std,Boots_N2_dataset_std,Boots_LSC_dataset_std,Boots_F1_dataset_std,confusion_matrix,Boots_Hostility_class_mean,Boots_kDN_class_mean,Boots_DCP_class_mean,Boots_TD_U_class_mean,Boots_CLD_class_mean,Boots_N1_class_mean,Boots_N2_class_mean,Boots_LSC_class_mean,Boots_F1_class_mean,Boots_Hostility_class_std,Boots_kDN_class_std,Boots_DCP_class_std,Boots_TD_U_class_std,Boots_CLD_class_std,Boots_N1_class_std,Boots_N2_class_std,Boots_LSC_class_std,Boots_F1_class_std
0,CLD,0.5555555555555556,0.3019725343320849,0.4168689138576779,0.23771135685466455,0.5332846616554482,0.4760934018338405,0.42167974555615,0.20750324104962597,0.9598497847563696,0.2850936329588015,0.10657403385139372,0.12132457652253094,0.051542460998757804,0.07796480712563,0.07613722853193318,0.018577476142870003,0.09356325353823713,0.05032917579172661,0.01008403618225225,0.02615461281917693,"[[22, 27], [17, 33]]","[0.2541649857103232, 0.30503179235735284]","[0.4527920047153457, 0.39840870160314157]","[0.23881302954707642, 0.25164441163159956]","[0.39856050580807445, 0.6059176819513337]","[0.49070833012052406, 0.46904230339654773]","[0.44199942121030505, 0.42058116263935996]","[0.17737664270118064, 0.23583958427956006]","[0.955197605024891, 0.961138921083761]","[0.21845402166483402, 0.32032233146554334]","[0.06376162934162453, 0.13891148232833017]","[0.08619209300946094, 0.06377036096762338]","[0.11589287391457308, 0.09482690302082826]","[0.13890924594170873, 0.0855937679265645]","[0.013251024522624607, 0.023354260540551643]","[0.2495302211047865, 0.09499587718221622]","[0.07536043449887446, 0.06603558568643202]","[0.010815450577122588, 0.009460346816713202]","[0.09726758421307136, 0.013660229415674992]"
0,DCP,0.5944444444444444,0.23897627965043697,0.3751585518102372,0.07930312355714426,0.462691609264643,0.4933440238598104,0.4705932465370668,0.1801071896351075,0.9483934326278198,0.26523512276321265,0.16120686809496562,0.09534158066834002,0.04423818443669854,0.06776450023813682,0.07119766079032987,0.008171593114312977,0.08750327623429778,0.039355328340385846,0.01063232904603057,0.00850504052643035,"[[31, 18], [22, 28]]","[0.21791509320831168, 0.28215584994036425]","[0.3866014115448781, 0.37114842910081497]","[0.06596845727809018, 0.09887830483656408]","[0.42746212538852096, 0.5066117375859358]","[0.50172170305758, 0.48340262916851123]","[0.5291357475733592, 0.4025167604424188]","[0.15921466528482991, 0.20815096321575233]","[0.943751289186101, 0.9560939547651831]","[0.2442284520732579, 0.29143763960045715]","[0.10461475982433628, 0.15552787680434788]","[0.0701880054597861, 0.046091454963315154]","[0.06576917264514628, 0.0710525334831277]","[0.06402462200829111, 0.08962878506244569]","[0.009693726303797045, 0.015129734229577148]","[0.10332403217099596, 0.09074350944227283]","[0.043444349015643965, 0.05985228309448602]","[0.014465844778653002, 0.0077532476352388646]","[0.020804488421150145, 0.016947121757218304]"
0,F1,0.6244444444444445,0.3288639200998752,0.46088139825218477,0.24536173180173715,0.5174405245191762,0.49525328497751264,0.47435021699066643,0.2202456789869264,0.9657401490737001,0.2626175613816063,0.15571420481204315,0.03763923824611399,0.023782413057089065,0.03735123412172591,0.04337017843017427,0.004721475667642819,0.04639964321600705,0.06954628316271673,0.005543902220064272,0.01319157440936597,"[[31, 18], [19, 31]]","[0.2940732991900039, 0.36341634563397235]","[0.4736240383567615, 0.4468782965886846]","[0.2281492878222874, 0.26269036673798246]","[0.45906997032969565, 0.5767402681740796]","[0.5006408463366009, 0.48976021567774997]","[0.5110988304093567, 0.4386178069919331]","[0.22960705905946527, 0.2112290614784013]","[0.9603367942311121, 0.9709842100831712]","[0.22837981426997445, 0.2968506482925669]","[0.0771147200477684, 0.06764485957185012]","[0.04285784470269236, 0.03056228627638161]","[0.03037010567808136, 0.0501885365785657]","[0.069847310834837, 0.04647855568301296]","[0.007214618696408775, 0.007456838010272895]","[0.07403343756686039, 0.05368811678104649]","[0.07274023932229406, 0.08756757338782743]","[0.010954194978972286, 0.007323782169245527]","[0.028690283932135102, 0.008673744976769662]"
0,Hostility,0.6044444444444445,0.0482147315855181,0.31830212234706623,0.17644174828646542,0.47747850152344534,0.4872966336714605,0.2803285773735212,0.13467213809287445,0.9432173379998046,0.278722430295464,0.12649110640673517,0.031658317411582544,0.01914700779251494,0.06560258889712194,0.05340013867009985,0.012929370293543343,0.0497402635719446,0.03181227349728021,0.006551133090198285,0.016634041789312482,"[[32, 17], [22, 28]]","[0.04698021487256673, 0.05549124184993751]","[0.3472736711329049, 0.2913625564303482]","[0.16370937619343306, 0.18908932950676]","[0.42380150584484266, 0.5257020332055762]","[0.5014785653337377, 0.47211236561117]","[0.3119368669982041, 0.2621285187606698]","[0.09555900902138599, 0.17295843933174102]","[0.9430581222733954, 0.9440683594296164]","[0.24329800758253248, 0.31124330644353526]","[0.053600566778894784, 0.045771228439525774]","[0.04399925118545515, 0.025456454574341085]","[0.06914587332602132, 0.0689311518906578]","[0.06086783539532849, 0.06271744385427709]","[0.00874826238523056, 0.023052545186956975]","[0.08705320561009018, 0.05440005113810004]","[0.02987034848924852, 0.0619059473008163]","[0.00992388877999837, 0.00959213027985007]","[0.029665799632351088, 0.017938780265403093]"
0,LSC,0.6344444444444444,0.15807740324594258,0.29028714107365794,0.14817628187972337,0.4789026391835381,0.4905559772152527,0.32002217466262406,0.07885461488501162,0.9250603632351737,0.28878901373283394,0.15717411906450662,0.08510515679853771,0.028272785060502025,0.08898178061383859,0.04591800456907882,0.0092059467487073,0.06310778701297155,0.013354418270725213,0.009679264999133588,0.017194536182287393,"[[28, 21], [15, 35]]","[0.1405147665262447, 0.18660967849168036]","[0.27866229492170136, 0.30379798892459536]","[0.12660348887195522, 0.176312277607837]","[0.44073477898288926, 0.5211524377033191]","[0.5008230563816218, 0.47759352554708945]","[0.37731831393749493, 0.2531003221401137]","[0.09238682574808765, 0.06524876692086276]","[0.9180547358065182, 0.9334375935218864]","[0.26503234889825034, 0.31586823342142495]","[0.11439362811275332, 0.08623143868803196]","[0.04239764692397715, 0.036212645485574554]","[0.10269650640462599, 0.07003553544726157]","[0.061661401646672796, 0.054196867035129034]","[0.00867948035924775, 0.015919908449785566]","[0.0813960835053121, 0.056604751903404964]","[0.022622443266224677, 0.031611539712877786]","[0.015357816372084629, 0.0066766615020253245]","[0.025159469652804484, 0.021001968914413343]"
0,N1,0.5933333333333334,0.1682896379525593,0.3436729088639201,0.22988291589735507,0.5161891167509145,0.48966446061268254,0.1402663337494798,0.16091034421715938,0.9482429336479505,0.2895672076570953,0.14555131461166945,0.07260724641668251,0.0380104042065389,0.0568186545729442,0.05322067716812304,0.010427558149314533,0.026850086661676455,0.04572838569508233,0.007713033681606914,0.012087526037768923,"[[25, 24], [16, 34]]","[0.14044441973505267, 0.19451113824909183]","[0.34603421122638595, 0.3432707163831183]","[0.23175766656056324, 0.2290841241680847]","[0.4492283620345064, 0.5808849442344497]","[0.49794079569739447, 0.481792826181659]","[0.14752633264561604, 0.13325418500920524]","[0.16150358024445338, 0.16506607138756305]","[0.9441218825128169, 0.9525068560527247]","[0.2568803598548639, 0.3199401985586094]","[0.09813309729948727, 0.11740657198631169]","[0.06829469336435377, 0.0372611661591625]","[0.06288007683676923, 0.058088921549838336]","[0.0724316254414952, 0.054353423732480526]","[0.010126766981579612, 0.012939566851164442]","[0.05465793889102495, 0.03697057239147559]","[0.07941044928508878, 0.041902760518542956]","[0.01989336730420854, 0.00806371890084321]","[0.020386604224704275, 0.01632104094517289]"
0,N2,0.5133333333333334,0.29410736579275903,0.4420399500624219,0.24267285034166508,0.5379893140567298,0.4990445720963644,0.4951017775399798,0.015252149380669386,0.9581577863822442,0.29965459841864334,0.15491933384829668,0.09443158373481078,0.041450422604298195,0.06365834576835616,0.05111190378824849,0.0032112104676833304,0.08132435086695668,0.016792692265087745,0.006878789981898052,0.015204155386131589,"[[21, 28], [20, 30]]","[0.20246664446664447, 0.3836761576155273]","[0.42016047677812385, 0.46533233355516856]","[0.2184992277586662, 0.2684993419323891]","[0.5000208012135546, 0.5813274063130557]","[0.5069004868165738, 0.49086291710914265]","[0.5365804391324, 0.4558623207423634]","[0.011467982634648826, 0.019167558370068956]","[0.9488215576033634, 0.967300088504128]","[0.2884451144353105, 0.3129201923268755]","[0.10523187489389747, 0.14754258587522032]","[0.053279756221930076, 0.043296891519539596]","[0.07271282439649224, 0.057534342179535285]","[0.06533968476585333, 0.04077487116231643]","[0.009983282596380733, 0.00590945628221803]","[0.11123217382011386, 0.07960480748905002]","[0.014253822035746854, 0.020922058706391196]","[0.010937097189817974, 0.009917377095830321]","[0.018167551998758, 0.015781604407328932]"
0,TD_U,0.6044444444444445,0.23908863920099876,0.37693133583021227,0.15558865931867752,0.3522366709445361,0.49439038024322024,0.41586796266571546,0.17332743687287208,0.9498303983128912,0.24768622555139408,0.1264911064067352,0.03983286883653221,0.04019860343739753,0.059001931059107476,0.04642830108443161,0.008489032466913283,0.07371517771759295,0.05275413587238973,0.007293975921369251,0.011781877919935827,"[[30, 19], [20, 30]]","[0.19658394809200846, 0.29311160895137583]","[0.3733664994941222, 0.387278665003497]","[0.13863843210675064, 0.17744543128916174]","[0.32153111355804775, 0.3915487701795523]","[0.4976084713205994, 0.4908884929900533]","[0.4292579034983512, 0.4134348940431198]","[0.1811478994472943, 0.16676528882215474]","[0.9421190251367282, 0.9603015729858487]","[0.21169090153841283, 0.2906722710209893]","[0.07188439159391073, 0.11460411508731645]","[0.05131811786460498, 0.05255538514260356]","[0.07671938487575998, 0.040510286347059624]","[0.04608402629729577, 0.05177255092002878]","[0.011730787586445102, 0.01493898354157749]","[0.09376222911510657, 0.08885317245405325]","[0.052515715645679896, 0.07023164268975544]","[0.010374884380373544, 0.012111420118406968]","[0.016858580381904405, 0.01884117336862353]"
0,Uniform,0.6455555555555555,0.3254556803995006,0.4675730337078652,0.252943363982313,0.5647087120120828,0.4967978139983675,0.48431918435289223,0.2269644423955242,0.9655066605432427,0.2925384935497295,0.1207486932168636,0.058110276849748656,0.035474638423017214,0.07145003339587502,0.046484568735848365,0.0021851201649175926,0.05035918538789663,0.046785665908667576,0.006413066817939952,0.010557407462338474,"[[29, 20], [15, 35]]","[0.26588387798665136, 0.3851631525895695]","[0.47029489992569584, 0.4644794829537222]","[0.2500050090600118, 0.2563390196670629]","[0.517685387428093, 0.6107943007685362]","[0.5039108690216234, 0.4897582588802155]","[0.551989684820719, 0.41631516013586617]","[0.21842799534747304, 0.23473879628879138]","[0.9581958144119577, 0.9722758417704004]","[0.27211825707528436, 0.31253860477084816]","[0.0820411375418906, 0.07716123911114198]","[0.05066463736316385, 0.031176172638676426]","[0.06671539834899146, 0.07258860074505716]","[0.04674481061026644, 0.048456784947232504]","[0.0033947565127519807, 0.0054999606777477224]","[0.084986085833865, 0.052234124929582564]","[0.05536724229161609, 0.04170378250875156]","[0.009870533726836064, 0.007097724560110212]","[0.013423740805336004, 0.009169662675226531]"
0,kDN,0.5922222222222222,0.1480274656679151,0.2672134831460674,0.16724953540822735,0.4989485608024934,0.489310751824073,0.32269948278937044,0.1370278494698364,0.9386473105763674,0.2880649188514357,0.1862230177654712,0.071323478025879,0.04182116456005597,0.06139537158708153,0.07220476302941622,0.012333521004762392,0.03870595655320638,0.04909769157762138,0.013491262640362076,0.011640830408628644,"[[26, 23], [17, 33]]","[0.15578798355000945, 0.14224323356679275]","[0.2507031733142666, 0.2848808822903869]","[0.14610279283202182, 0.1914096629579421]","[0.4509954567402398, 0.548833985884542]","[0.5004750783009485, 0.4784701965508121]","[0.37068759136802454, 0.27406942155324354]","[0.09718838250361889, 0.17890430490586073]","[0.926449221342254, 0.9511689333738236]","[0.2720653761677739, 0.3042013043691507]","[0.1323537020725594, 0.0621066839452089]","[0.05225489855345912, 0.04203035283378962]","[0.07988149835799171, 0.06062410976139111]","[0.0793999532038277, 0.07322461884712697]","[0.008183165440356313, 0.01758085359929734]","[0.08441255806135199, 0.05950427337235485]","[0.07580366231338952, 0.03472195498803707]","[0.016610191384756553, 0.010293278745498298]","[0.022061838443680495, 0.009978690580998073]"
1,CLD,0.5766666666666667,0.3613483146067416,0.45210237203495635,0.2564734450851147,0.5635975572492427,0.495337751036084,0.4884467629748529,0.20034708925720598,0.9644158332739468,0.2910403662089055,0.09944289260117528,0.06363779733077479,0.021587664676082467,0.06638915865694624,0.0296193320744481,0.004695394292912899,0.05714239106635772,0.05999304971331218,0.004882734587410041,0.008895893988646526,"[[26, 23], [19, 31]]","[0.32147051954498757, 0.39780226330607704]","[0.4742423478189436, 0.4332135516112567]","[0.26177205139437953, 0.2517804292609639]","[0.52309791368302, 0.5993891926424746]","[0.5035799197099707, 0.4873803739365618]","[0.5606757688337476, 0.422461531558002]","[0.21504986177882057, 0.18764474921259]","[0.9608258590771636, 0.967788759925336]","[0.27883721014572077, 0.30187227498309627]","[0.12391387169020962, 0.07970663007319231]","[0.0479968500054587, 0.03212813904310052]","[0.07391010085900039, 0.06211116185909249]","[0.04145096715202554, 0.030938271525559672]","[0.006798854440090601, 0.005544651789660337]","[0.07150358681936288, 0.056574366351143435]","[0.0671996468384194, 0.06747550217695403]","[0.007696472122150049, 0.007028500817172707]","[0.009992096950297048, 0.01136132592894545]"
1,DCP,0.6133333333333333,0.3208489388264669,0.44893383270911363,0.2592033950002376,0.5667150764341776,0.4953611293800219,0.47288520302003445,0.2087690343584724,0.9626799547605662,0.2977694548481066,0.15250986610465322,0.08642231360737468,0.03332749180814201,0.0771483086266906,0.038775785037989945,0.005249494009595099,0.03771726061028178,0.03384108677798859,0.007621226578549544,0.016980184025282098,"[[31, 18], [20, 30]]","[0.2941389065497512, 0.34841088264858777]","[0.48456239437416626, 0.4139577875093763]","[0.2682121321240626, 0.25132656476806586]","[0.532557443090764, 0.6015729438947606]","[0.5048716739508485, 0.48614334788187924]","[0.5514187745213606, 0.39284870585858583]","[0.2133802402129243, 0.20053167100348884]","[0.9615368446557329, 0.964358120058497]","[0.2841254751271517, 0.31136786023171903]","[0.10048413797298987, 0.10985826915429234]","[0.04218493537182475, 0.044793019533259384]","[0.08796371741325104, 0.06812022451541985]","[0.03577895643985555, 0.056109446590782056]","[0.006095653975482306, 0.009447306470499406]","[0.04635585852764961, 0.06617716102474347]","[0.05635656241808768, 0.047559950814859475]","[0.009537129277009114, 0.010027241378927887]","[0.01743915626776657, 0.025290607816834745]"
1,F1,0.5833333333333333,0.3456179775280899,0.46224219725343313,0.2723416607026143,0.5751318718734449,0.4942995514443573,0.46581820343618097,0.24506524874781066,0.9658116440073586,0.29443612151477316,0.16273131684307565,0.06395442274495645,0.030104930108762314,0.06615161571614524,0.052112299072319505,0.00636005089611646,0.0643334493050745,0.04126920244605365,0.005225690568906678,0.012210967482909453,"[[29, 20], [21, 29]]","[0.3107774558135946, 0.379114094620607]","[0.4810203433961596, 0.44312187425832394]","[0.27142028474136204, 0.2711173858529875]","[0.5397012533973939, 0.6048260498017464]","[0.5023228340080858, 0.48707630958354964]","[0.536477377264479, 0.4002752349599987]","[0.2786666886348763, 0.2188675820862871]","[0.9624552666841657, 0.9681402295569697]","[0.27515739737896067, 0.3115963031384566]","[0.13322484769618817, 0.0948450334942832]","[0.045524915856492605, 0.03496703334471407]","[0.07135445521564933, 0.0674987882547283]","[0.07512629274319217, 0.03567538384868748]","[0.007413579464334045, 0.0072854503200748995]","[0.10412571092976709, 0.04385591835830027]","[0.07682570915588054, 0.052543373842734074]","[0.012426431620608915, 0.0048550938729543976]","[0.020290809478323475, 0.010473614971527599]"
1,Hostility,0.6644444444444444,0.33892634207240946,0.44671161048689145,0.2540456303757518,0.5490977624123692,0.49473380667265354,0.477516556685096,0.2215202873917134,0.9641232880147174,0.28919267582188934,0.15729189661499013,0.0747595731845786,0.014980574265833622,0.05502918014516068,0.04504923324248415,0.005490325414072961,0.06762191557652418,0.06029166163181708,0.003609818992622138,0.00782365349986615,"[[34, 15], [18, 32]]","[0.29078325816443584, 0.37615597262013833]","[0.4678222810041547, 0.4290658541098071]","[0.2629796797027438, 0.2446863821327839]","[0.5228606843809328, 0.576721875587707]","[0.5013771910646367, 0.4885964476996332]","[0.529839376656521, 0.4325985392168904]","[0.2534747607572768, 0.18749383500899622]","[0.960631765555598, 0.9679520407129717]","[0.274133935133813, 0.305083118014249]","[0.11701928310609884, 0.12455100672701233]","[0.031754138322113136, 0.0283896084449917]","[0.05251746737704738, 0.06368843860870689]","[0.04066649642579726, 0.05789605573151785]","[0.007081714884809371, 0.00825364027463012]","[0.10416944613234617, 0.06356798327035225]","[0.07378046089371448, 0.05732931309896746]","[0.0062378105179865815, 0.00757804057397206]","[0.01806077657593951, 0.014013817577961695]"
1,LSC,0.6955555555555556,0.34551810237203495,0.4648389513108614,0.2554869084470318,0.5581167334538121,0.497347363098987,0.5049115985969919,0.22782043621911247,0.9665094042066867,0.28804827299209323,0.10036968702787745,0.08790801089397624,0.037876775641897,0.06594782780790849,0.047750977089134776,0.0031482611654893374,0.06351988302533651,0.035193136592411196,0.004989244451177701,0.014104382480398034,"[[32, 17], [13, 37]]","[0.2903495511542895, 0.39805552410334605]","[0.4712003339940078, 0.4581149695927347]","[0.25587981816750727, 0.2575827021208609]","[0.520049222695378, 0.5974463904881774]","[0.5028490320354579, 0.4910264991768695]","[0.55373842431558, 0.4591593194028242]","[0.22425403963835633, 0.2315743622485052]","[0.9617127417719953, 0.9716619419408344]","[0.27466026505246055, 0.303010641658234]","[0.10846694918289197, 0.10524050941670274]","[0.04521968816399176, 0.03397357505848182]","[0.06150343367442717, 0.07303498993699734]","[0.046940702117524755, 0.04897579117968206]","[0.007371870998533901, 0.007952780094322995]","[0.06267166397247133, 0.08210388470079591]","[0.036435412284693755, 0.0401928359481649]","[0.007892094658858142, 0.004412710999151214]","[0.01910944801342971, 0.01176002102916843]"
1,N1,0.6122222222222222,0.35128589263420723,0.45931835205992516,0.25249421085627477,0.5552500371039697,0.49561026985763623,0.4817999524404019,0.22227159789431555,0.9639222707873086,0.2929255097794424,0.18595764817178198,0.06418780745452249,0.02387576264100186,0.06477242472897582,0.05496091482868129,0.006544986332397021,0.04840989270311594,0.03160749793279694,0.0048928516048000895,0.007038905879680457,"[[28, 21], [17, 33]]","[0.29974653132911244, 0.4053915465470971]","[0.462808191518861, 0.457638203182852]","[0.25211540459357334, 0.2530319358761792]","[0.5276549902877834, 0.582503341549351]","[0.5038946312008281, 0.48800998203229307]","[0.5269146388869522, 0.44043587255198063]","[0.2324392245879668, 0.21395520923276162]","[0.9590895220653304, 0.9688915913868626]","[0.2749419069108559, 0.31036226798607824]","[0.07797268528719384, 0.10287012765109729]","[0.04159259999528751, 0.02793632810030347]","[0.061449923439246025, 0.07157044724325053]","[0.0658989768409767, 0.04050709135606466]","[0.004242283867163847, 0.011155924021697058]","[0.076145887769874, 0.06509969001647559]","[0.04063846613223309, 0.05706477280414277]","[0.010976309124149219, 0.0047961707589589]","[0.014828135379074703, 0.012384691522307355]"
1,N2,0.5144444444444444,0.34448189762796505,0.45545568039950063,0.2630451535290388,0.5683977196336747,0.49464929601848506,0.4680465489566613,0.22376568369389366,0.9637319365592164,0.28993341656263005,0.11595018087284055,0.06498662792552477,0.047138865032160755,0.07241237751392951,0.04001105400155157,0.007428390407170731,0.06158664418841768,0.035477840192757876,0.007326482860032851,0.010185315894299192,"[[24, 25], [23, 27]]","[0.33464823372897273, 0.3531068465953111]","[0.47893538933967433, 0.42862434384955905]","[0.2634902902975801, 0.26291660131677375]","[0.5269760427758857, 0.6159222912336594]","[0.5031049462157907, 0.48557582057561427]","[0.5197429468125101, 0.40918952413316206]","[0.25427588837202364, 0.18435483778963055]","[0.9605449573356802, 0.9672293800629423]","[0.2713535472957239, 0.3117375178218826]","[0.07477630567900811, 0.124672011122422]","[0.04097716459023937, 0.05360462652209918]","[0.07895977530576041, 0.06338876040832057]","[0.044463354522177735, 0.06187203881120909]","[0.005612445380856905, 0.011979256530249874]","[0.06717510283639552, 0.06082859060426521]","[0.06223328969747867, 0.05581954492905766]","[0.007419942066230838, 0.008742334027621312]","[0.017077634848536773, 0.009583158589995405]"
1,TD_U,0.6044444444444445,0.34228464419475657,0.45392759051186016,0.27072388043876666,0.5765205206778241,0.49538082296269514,0.4658495333214434,0.23375477572371084,0.9639636368915179,0.29629213483146066,0.1646545204697129,0.08757861920439207,0.04171267987286763,0.07364340952971664,0.033882539902859464,0.005868834753152396,0.057264216439366904,0.027570878884057293,0.006257951898819996,0.012798118104149195,"[[32, 17], [22, 28]]","[0.30224717534975787, 0.37819987047382664]","[0.4746501047971637, 0.4345030702350732]","[0.2657574757227036, 0.27528496472186037]","[0.535509874399352, 0.6121651631687426]","[0.5052738213266699, 0.4863468584370424]","[0.5213485670273946, 0.4151535164552557]","[0.2642862318449428, 0.20860207125644153]","[0.9591686177331468, 0.9684748891862991]","[0.27427875514676087, 0.3159062762944942]","[0.1108007275669887, 0.12732958188186885]","[0.053290918356778676, 0.0349598930991866]","[0.07317486969236142, 0.06782230160197976]","[0.047132385153423176, 0.04272475231388614]","[0.004956017577839431, 0.009252542409845098]","[0.08484363335377308, 0.0677110494435384]","[0.06435654785220274, 0.03467188627881958]","[0.00843441734244271, 0.0074038762953625836]","[0.02447260262410543, 0.007132573919657581]"
1,Uniform,0.6144444444444443,0.3299375780274657,0.4476504369538078,0.25275002148414155,0.5529407296823027,0.49650567503433474,0.47139302062897565,0.21805002586249117,0.9644569024448826,0.29367457344985437,0.12115697398696869,0.04313866862164084,0.03138354892604331,0.06660880220094909,0.05555459282268373,0.00364634384692994,0.06333780490795247,0.0441356504170052,0.007367596015895271,0.014373027234281174,"[[28, 21], [17, 33]]","[0.30295530908540735, 0.3610555369770258]","[0.4671986404224334, 0.429560408689588]","[0.2501853638716611, 0.25309186406035294]","[0.5194662064659237, 0.583370925081813]","[0.5038290540093965, 0.4894132773663172]","[0.545167042905415, 0.40219948785324144]","[0.23513018613442088, 0.201648144671058]","[0.9596803149137566, 0.9692643084875607]","[0.2740140979739481, 0.312672436313917]","[0.09367419809134034, 0.07134899562525994]","[0.047597659132344025, 0.0290816399561184]","[0.0751317730916984, 0.06000309011259201]","[0.06685004543797167, 0.05683930990158789]","[0.00791460946878737, 0.006008855490368296]","[0.09087953732682873, 0.06405630168141985]","[0.06567597554668117, 0.05804957472666651]","[0.008771768781608975, 0.007221445610186104]","[0.02053289474287971, 0.013946420932125508]"
1,kDN,0.6044444444444445,0.3466416978776529,0.4590337078651685,0.25414471655989324,0.5666169473472844,0.49559582940644226,0.4918069674811248,0.23072205817791133,0.9649441699461297,0.2895672076570953,0.107496769977314,0.09462443026358257,0.02219253301566331,0.06792208476195886,0.04996600137694395,0.004339607373944216,0.0391167790954462,0.026266203023100218,0.0055571174514745525,0.015378788876615913,"[[28, 21], [18, 32]]","[0.3653136384776662, 0.3294928816323302]","[0.4933064899634916, 0.4225355406346923]","[0.27547613274618266, 0.23043854471852035]","[0.5391261387354905, 0.5953710647284756]","[0.5025785802515655, 0.48889253511639597]","[0.5632809371195256, 0.4189108077029604]","[0.2802126666071593, 0.17889649807487595]","[0.9635251421877861, 0.9663972314198865]","[0.27371067207732225, 0.30643551746945175]","[0.13079784871372377, 0.12515373974042468]","[0.0353767792256079, 0.032441735114010425]","[0.06757607256930193, 0.06636416396220607]","[0.05144612948948129, 0.05083536942307037]","[0.007635822376712821, 0.005410447624448106]","[0.07007974202643423, 0.050313712484459684]","[0.04728492836452944, 0.031048528941199024]","[0.004909279960305807, 0.008208996878974023]","[0.013073108220663304, 0.020280496803121533]"
