,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
119,average,kDN,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114,15,kDN,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,50,kDN,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
116,100,kDN,bupa,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
117,150,kDN,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,199,kDN,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,average,kDN,hill_valley_without_noise_traintest,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
156,15,kDN,hill_valley_without_noise_traintest,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
157,50,kDN,hill_valley_without_noise_traintest,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
158,100,kDN,hill_valley_without_noise_traintest,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
159,150,kDN,hill_valley_without_noise_traintest,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1
160,199,kDN,hill_valley_without_noise_traintest,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
137,average,kDN,contraceptive_NS,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0
132,15,kDN,contraceptive_NS,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1
133,50,kDN,contraceptive_NS,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1
134,100,kDN,contraceptive_NS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,150,kDN,contraceptive_NS,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0
136,199,kDN,contraceptive_NS,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
221,average,kDN,teaching_assistant_LM,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1
216,15,kDN,teaching_assistant_LM,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
217,50,kDN,teaching_assistant_LM,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1
218,100,kDN,teaching_assistant_LM,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
219,150,kDN,teaching_assistant_LM,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220,199,kDN,teaching_assistant_LM,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
125,average,kDN,contraceptive_LS,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0
120,15,kDN,contraceptive_LS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
121,50,kDN,contraceptive_LS,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
122,100,kDN,contraceptive_LS,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0
123,150,kDN,contraceptive_LS,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1
124,199,kDN,contraceptive_LS,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1
155,average,kDN,diabetic_retinopathy,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
150,15,kDN,diabetic_retinopathy,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0
151,50,kDN,diabetic_retinopathy,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0
152,100,kDN,diabetic_retinopathy,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
153,150,kDN,diabetic_retinopathy,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1
