,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
119,average,TD_U,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
114,15,TD_U,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
115,50,TD_U,bupa,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1
116,100,TD_U,bupa,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
117,150,TD_U,bupa,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
118,199,TD_U,bupa,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0
161,average,TD_U,hill_valley_without_noise_traintest,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1
156,15,TD_U,hill_valley_without_noise_traintest,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1
157,50,TD_U,hill_valley_without_noise_traintest,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
158,100,TD_U,hill_valley_without_noise_traintest,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1
159,150,TD_U,hill_valley_without_noise_traintest,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1
160,199,TD_U,hill_valley_without_noise_traintest,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1
137,average,TD_U,contraceptive_NS,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
132,15,TD_U,contraceptive_NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,50,TD_U,contraceptive_NS,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1
134,100,TD_U,contraceptive_NS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,150,TD_U,contraceptive_NS,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1
136,199,TD_U,contraceptive_NS,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
221,average,TD_U,teaching_assistant_LM,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1
216,15,TD_U,teaching_assistant_LM,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1
217,50,TD_U,teaching_assistant_LM,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1
218,100,TD_U,teaching_assistant_LM,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1
219,150,TD_U,teaching_assistant_LM,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1
220,199,TD_U,teaching_assistant_LM,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1
125,average,TD_U,contraceptive_LS,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,15,TD_U,contraceptive_LS,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
121,50,TD_U,contraceptive_LS,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
