,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
119,average,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
114,15,DCP,bupa,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
115,50,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
116,100,DCP,bupa,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1
117,150,DCP,bupa,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1
118,199,DCP,bupa,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1
161,average,DCP,hill_valley_without_noise_traintest,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
156,15,DCP,hill_valley_without_noise_traintest,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
157,50,DCP,hill_valley_without_noise_traintest,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
158,100,DCP,hill_valley_without_noise_traintest,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
159,150,DCP,hill_valley_without_noise_traintest,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
160,199,DCP,hill_valley_without_noise_traintest,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1
137,average,DCP,contraceptive_NS,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0
132,15,DCP,contraceptive_NS,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0
133,50,DCP,contraceptive_NS,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
134,100,DCP,contraceptive_NS,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
135,150,DCP,contraceptive_NS,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1
136,199,DCP,contraceptive_NS,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221,average,DCP,teaching_assistant_LM,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1
216,15,DCP,teaching_assistant_LM,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
217,50,DCP,teaching_assistant_LM,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
218,100,DCP,teaching_assistant_LM,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219,150,DCP,teaching_assistant_LM,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
220,199,DCP,teaching_assistant_LM,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
125,average,DCP,contraceptive_LS,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0
120,15,DCP,contraceptive_LS,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
121,50,DCP,contraceptive_LS,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1
122,100,DCP,contraceptive_LS,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0
123,150,DCP,contraceptive_LS,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1
124,199,DCP,contraceptive_LS,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
155,average,DCP,diabetic_retinopathy,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1
150,15,DCP,diabetic_retinopathy,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1
151,50,DCP,diabetic_retinopathy,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
152,100,DCP,diabetic_retinopathy,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1
153,150,DCP,diabetic_retinopathy,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1
154,199,DCP,diabetic_retinopathy,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1
89,average,DCP,Yeast_CYTvsNUC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
84,15,DCP,Yeast_CYTvsNUC,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1
85,50,DCP,Yeast_CYTvsNUC,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
86,100,DCP,Yeast_CYTvsNUC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
