dataset,n_trees,model,perf_measure,perf_value_mean,perf_value_std,Conf_Matrix
contraceptive_NL.csv,1,AdaBoost,acc,0.6903672680412372,0.0490716965741497,"[array([[47, 16],
       [21, 13]]), array([[42, 21],
       [15, 19]]), array([[47, 16],
       [13, 20]]), array([[45, 18],
       [11, 22]]), array([[54,  9],
       [15, 18]]), array([[48, 15],
       [20, 13]]), array([[53, 10],
       [18, 15]]), array([[54,  9],
       [14, 19]]), array([[53, 10],
       [17, 16]]), array([[45, 17],
       [13, 21]])]"
contraceptive_NL.csv,1,AdaBoost,auc,0.6521824370021714,0.05154217585558592,"[array([[47, 16],
       [21, 13]]), array([[42, 21],
       [15, 19]]), array([[47, 16],
       [13, 20]]), array([[45, 18],
       [11, 22]]), array([[54,  9],
       [15, 18]]), array([[48, 15],
       [20, 13]]), array([[53, 10],
       [18, 15]]), array([[54,  9],
       [14, 19]]), array([[53, 10],
       [17, 16]]), array([[45, 17],
       [13, 21]])]"
contraceptive_NL.csv,1,AdaBoost,f1,0.6872796375140936,0.04830146382185123,"[array([[47, 16],
       [21, 13]]), array([[42, 21],
       [15, 19]]), array([[47, 16],
       [13, 20]]), array([[45, 18],
       [11, 22]]), array([[54,  9],
       [15, 18]]), array([[48, 15],
       [20, 13]]), array([[53, 10],
       [18, 15]]), array([[54,  9],
       [14, 19]]), array([[53, 10],
       [17, 16]]), array([[45, 17],
       [13, 21]])]"
contraceptive_NL.csv,1,Grouped_Mixed_Bagging,acc,0.720446735395189,0.05271836222692529,"[array([[52, 11],
       [19, 15]]), array([[50, 13],
       [18, 16]]), array([[50, 13],
       [20, 13]]), array([[53, 10],
       [10, 23]]), array([[56,  7],
       [13, 20]]), array([[51, 12],
       [19, 14]]), array([[55,  8],
       [20, 13]]), array([[54,  9],
       [17, 16]]), array([[48, 15],
       [15, 18]]), array([[55,  7],
       [13, 21]])]"
contraceptive_NL.csv,1,Grouped_Mixed_Bagging,auc,0.6812446092806624,0.07292255791710628,"[array([[52, 11],
       [18, 16]]), array([[51, 12],
       [18, 16]]), array([[52, 11],
       [20, 13]]), array([[55,  8],
       [10, 23]]), array([[57,  6],
       [12, 21]]), array([[51, 12],
       [20, 13]]), array([[54,  9],
       [22, 11]]), array([[56,  7],
       [14, 19]]), array([[55,  8],
       [17, 16]]), array([[53,  9],
       [12, 22]])]"
contraceptive_NL.csv,1,Grouped_Mixed_Bagging,f1,0.723603840999366,0.0730172021184214,"[array([[52, 11],
       [18, 16]]), array([[50, 13],
       [14, 20]]), array([[51, 12],
       [21, 12]]), array([[56,  7],
       [11, 22]]), array([[57,  6],
       [13, 20]]), array([[47, 16],
       [22, 11]]), array([[54,  9],
       [20, 13]]), array([[55,  8],
       [16, 17]]), array([[54,  9],
       [14, 19]]), array([[55,  7],
       [11, 23]])]"
contraceptive_NL.csv,1,Incremental_Mixed_Bagging,acc,0.7287585910652921,0.04944956451927732,"[array([[52, 11],
       [17, 17]]), array([[48, 15],
       [16, 18]]), array([[52, 11],
       [19, 14]]), array([[54,  9],
       [10, 23]]), array([[55,  8],
       [12, 21]]), array([[49, 14],
       [20, 13]]), array([[56,  7],
       [19, 14]]), array([[54,  9],
       [17, 16]]), array([[54,  9],
       [15, 18]]), array([[53,  9],
       [14, 20]])]"
contraceptive_NL.csv,1,Incremental_Mixed_Bagging,auc,0.6942654383356471,0.06409866505103903,"[array([[54,  9],
       [13, 21]]), array([[46, 17],
       [15, 19]]), array([[51, 12],
       [20, 13]]), array([[55,  8],
       [13, 20]]), array([[57,  6],
       [11, 22]]), array([[52, 11],
       [20, 13]]), array([[57,  6],
       [19, 14]]), array([[55,  8],
       [17, 16]]), array([[54,  9],
       [14, 19]]), array([[51, 11],
       [10, 24]])]"
contraceptive_NL.csv,1,Incremental_Mixed_Bagging,f1,0.7202458894855913,0.05801777902027312,"[array([[54,  9],
       [17, 17]]), array([[48, 15],
       [19, 15]]), array([[52, 11],
       [22, 11]]), array([[57,  6],
       [14, 19]]), array([[57,  6],
       [15, 18]]), array([[50, 13],
       [18, 15]]), array([[58,  5],
       [21, 12]]), array([[55,  8],
       [18, 15]]), array([[56,  7],
       [15, 18]]), array([[55,  7],
       [12, 22]])]"
contraceptive_NL.csv,1,base,acc,0.6663981958762887,0.056914192209817464,"[array([[41, 22],
       [18, 16]]), array([[47, 16],
       [16, 18]]), array([[44, 19],
       [14, 19]]), array([[50, 13],
       [13, 20]]), array([[47, 16],
       [11, 22]]), array([[43, 20],
       [21, 12]]), array([[49, 14],
       [20, 13]]), array([[49, 14],
       [18, 15]]), array([[46, 17],
       [15, 18]]), array([[49, 13],
       [11, 23]])]"
