,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
4019,average,F1,bupa,0.019060084033613478,-0.004174369747899087,0.011454621848739466,0.012647478991596683,0.016071848739495742,0.0167449579831932,0.017746218487394994,0.020322268907563057,0.009168067226890786,0.013332773109243634,0.003769327731092398,0.010437815126050465,0.007022689075630195,0.01484411764705873,0.02017100840336139,0.0009764705882353564
3819,0,F1,bupa,-0.005966386554621894,-0.020756302521008463,-0.008739495798319341,0.008907563025210008,0.03226890756302514,0.008403361344537785,-0.005630252100840338,0.035210084033613365,-0.014117647058823568,0.0026890756302521135,-0.026302521008403357,0.040420168067226925,-0.0036134453781512255,0.02092436974789913,0.00042016806722688926,0.014201680672268902
3820,1,F1,bupa,-0.002773109243697447,-0.002436974789916002,0.005798319327731116,-0.011344537815126121,0.020756302521008352,0.0,-0.04050420168067226,0.015378151260504125,-0.016890756302521015,-0.031932773109243806,-0.0028571428571428914,-0.011344537815126121,0.014201680672268902,-0.028655462184874025,-0.011344537815126121,0.03764705882352937
3821,2,F1,bupa,-0.005966386554622005,-0.023025210084033687,8.403361344522242e-05,-0.011428571428571566,0.029579831932773026,-0.01739495798319335,-0.005798319327731227,0.029327731092436915,0.00025210084033611135,-0.009075630252100897,0.011848739495798233,0.023697478991596577,0.011512605042016677,-0.014201680672269013,-0.00848739495798334,0.00873949579831923
3822,3,F1,bupa,-0.000924369747899223,-8.403361344533344e-05,-0.0036134453781513365,-0.002605042016806669,0.07823529411764707,0.005210084033613449,0.00546218487394956,0.023025210084033576,0.043277310924369705,0.0023529411764705577,0.034789915966386475,0.03495798319327725,0.017142857142857126,-0.00260504201680678,0.023025210084033576,0.046134453781512486
3823,4,F1,bupa,-0.01504201680672268,-0.05193277310924371,-0.032184873949579806,-0.03773109243697481,0.011680672268907566,-0.020588235294117574,-0.046554621848739486,0.0,-0.011260504201680677,-0.058067226890756274,-0.04319327731092437,-0.04310924369747893,-0.03252100840336136,-0.02899159663865536,-0.031512605042016806,-0.023361344537815132
3824,5,F1,bupa,-0.03218487394957992,-0.0054621848739496714,-0.023361344537815132,-0.020168067226890796,0.03226890756302514,0.008823529411764675,-0.032100840336134584,0.008991596638655452,0.0030252100840335583,-0.005630252100840338,-0.034789915966386586,-0.03445378151260514,0.005630252100840338,0.005714285714285672,-0.014537815126050457,-0.01680672268907568
3825,6,F1,bupa,0.017731092436974794,0.012100840336134455,0.0062184873949580055,-0.031260504201680694,0.05268907563025216,0.014873949579831902,-0.02857142857142858,0.015210084033613458,0.009327731092437008,-0.0022689075630252242,0.01504201680672268,-0.0250420168067228,0.02310924369747891,-0.002436974789915891,0.01504201680672268,-0.00806722689075634
3826,7,F1,bupa,0.01722689075630246,0.011848739495798233,-0.00016806722689088893,-0.02025210084033624,0.03210084033613436,0.020252100840336018,-0.0031092436974791138,0.012184873949579789,0.02008403361344524,-0.017478991596638682,0.02033613445378135,0.01201680672268901,0.008403361344537785,-0.002605042016806891,0.02050420168067213,-0.008235294117647118
3827,8,F1,bupa,0.014453781512605013,0.017983193277310905,0.002941176470588225,-0.04033613445378148,0.026638655462184913,8.403361344544447e-05,-0.031932773109243584,0.01764705882352935,-0.017394957983193238,-0.002773109243697447,0.017563025210084016,-0.0023529411764705577,0.008403361344537785,0.006386554621848783,0.00042016806722688926,-0.025882352941176467
3828,9,F1,bupa,-0.028907563025210137,0.0032773109243696696,-0.037394957983193255,-0.04336134453781515,-0.014033613445378124,-0.002773109243697558,-0.043529411764705817,-0.014201680672268902,-0.0001680672268906669,-0.011596638655462232,-0.01436974789915968,-0.016890756302521015,-0.029495798319327693,-0.011092436974789899,-0.011428571428571455,-0.014285714285714235
3829,10,F1,bupa,0.031680672268907584,0.038235294117647034,0.043697478991596705,0.02050420168067235,0.050000000000000044,0.026050420168067245,0.005798319327731227,0.05823529411764705,0.025966386554621912,0.0062184873949580055,0.017478991596638682,0.020756302521008463,0.0054621848739496714,0.011932773109243677,0.03512605042016803,-0.002773109243697447
3830,11,F1,bupa,0.026050420168067245,0.020840336134453796,0.026638655462184913,-0.005546218487394894,0.04991596638655471,0.03764705882352937,8.403361344544447e-05,0.04117647058823526,0.020336134453781574,0.006134453781512672,0.008739495798319341,0.006554621848739561,-0.017563025210084016,-0.0025210084033613356,0.012016806722689122,-0.019915966386554573
3831,12,F1,bupa,0.011512605042016899,-0.002436974789916002,0.006302521008403339,-0.011512605042016788,0.03243697478991603,0.002773109243697447,-0.008571428571428563,0.020420168067226907,0.011344537815126121,-0.02310924369747891,-0.017394957983193238,-0.011176470588235232,-0.02336134453781502,-0.008487394957983119,0.003193277310924336,-0.023277310924369687
3832,13,F1,bupa,0.026218487394957912,-0.014285714285714235,0.014873949579831902,-0.022941176470588243,0.03210084033613447,0.008739495798319341,-0.028907563025210137,0.0117647058823529,-0.002773109243697558,-0.028907563025210137,0.00025210084033611135,-0.01394957983193279,-0.029159663865546137,-0.020000000000000018,-0.005546218487395005,-0.011596638655462232
3833,14,F1,bupa,0.03184873949579836,0.00042016806722688926,0.029327731092437026,-0.020168067226890796,0.046722689075630264,0.020168067226890796,-0.008907563025210008,0.04058823529411759,0.02873949579831936,8.403361344544447e-05,0.01747899159663857,-0.008151260504201674,-0.011596638655462232,-0.002773109243697447,0.029327731092437026,-0.02050420168067224
3834,15,F1,bupa,0.04361344537815115,0.017563025210083905,0.03243697478991592,-0.014621848739495902,0.052857142857142714,0.01722689075630246,-0.008655462184874008,0.06126050420168061,0.03176470588235292,0.0028571428571427804,0.026218487394957912,0.017815126050420016,0.008655462184873897,0.00588235294117645,0.02336134453781502,-0.0030252100840336693
3835,16,F1,bupa,0.04361344537815115,0.006050420168067117,0.01789915966386546,0.0001680672268906669,0.0408403361344537,0.02025210084033613,-0.014621848739495902,0.03789915966386548,0.014285714285714235,0.014285714285714235,0.011680672268907455,0.0235294117647058,-0.0028571428571428914,0.00588235294117645,0.026218487394957912,0.0025210084033613356
3836,17,F1,bupa,0.0492436974789916,-0.008655462184874008,0.02924369747899158,-0.002941176470588225,0.04647058823529404,0.014285714285714235,-0.006050420168067228,0.043529411764705817,0.01420168067226879,0.020336134453781463,0.008907563025210008,0.011848739495798233,0.005714285714285672,-0.005714285714285783,0.014537815126050346,-0.0031932773109244472
3837,18,F1,bupa,0.043529411764705817,0.005966386554621783,0.03226890756302514,0.008991596638655452,0.04050420168067226,0.023025210084033576,-0.008907563025210119,0.04932773109243693,0.011428571428571344,0.008739495798319341,0.026218487394958023,0.03789915966386548,-0.0028571428571428914,0.008823529411764675,0.023277310924369687,-0.008907563025210119
3838,19,F1,bupa,0.04949579831932771,0.011848739495798233,0.03243697478991592,0.020336134453781463,0.04932773109243693,0.043529411764705817,0.026218487394957912,0.06394957983193272,0.020336134453781463,0.03210084033613436,0.02613445378151258,0.05848739495798316,0.0117647058823529,0.0235294117647058,0.038067226890756256,0.005714285714285672
3839,20,F1,bupa,0.0408403361344537,-0.005546218487395005,0.023865546218487355,0.014789915966386569,0.03789915966386548,0.037815126050420145,0.01462184873949579,0.055462184873949494,0.014453781512605013,0.026722689075630135,0.023277310924369687,0.05554621848739483,0.008739495798319341,0.03529411764705881,0.035210084033613476,-0.008655462184874008
3840,21,F1,bupa,0.03529411764705881,-0.0023529411764706687,0.006554621848739561,-0.0023529411764706687,0.032352941176470584,0.02941176470588225,0.006302521008403339,0.06999999999999995,0.011680672268907566,0.012100840336134455,0.017815126050420127,0.038235294117647034,-0.005630252100840338,0.023697478991596577,0.029495798319327693,-0.00260504201680678
3841,22,F1,bupa,0.04092436974789926,0.006050420168067339,0.012268907563025344,0.008991596638655563,0.037983193277311034,0.046722689075630264,0.01478991596638668,0.07277310924369751,0.01722689075630257,0.02655462184873958,0.040840336134453814,0.04705882352941182,0.005966386554622005,0.035210084033613476,0.05823529411764716,0.00890756302521023
3842,23,F1,bupa,0.046722689075630264,-0.005546218487394894,0.015042016806722791,0.017310924369748015,0.04100840336134459,0.04663865546218493,0.023697478991596688,0.06991596638655473,0.017478991596638682,0.01789915966386557,0.04092436974789926,0.03554621848739492,0.005966386554622005,0.026302521008403357,0.055462184873949605,0.011680672268907677
3843,24,F1,bupa,0.04378151260504204,0.014705882352941235,0.023865546218487355,0.014537815126050457,0.04386554621848737,0.04663865546218482,0.029327731092436915,0.07873949579831929,0.023193277310924354,0.02378151260504202,0.04386554621848737,0.03554621848739492,0.012016806722689122,0.03815126050420159,0.061344537815125944,0.020420168067226907
3844,25,F1,bupa,0.0494957983193276,0.009075630252100786,0.017983193277310794,0.02050420168067213,0.04126050420168059,0.032184873949579695,0.03252100840336125,0.06714285714285706,0.014789915966386458,0.020672268907562907,0.03512605042016803,0.015126050420168013,0.0032773109243696696,0.026554621848739357,0.03798319327731081,0.008823529411764675
