,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
1310,15,F1,WineQualityRed_5vs6,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
1311,50,F1,WineQualityRed_5vs6,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
1312,100,F1,WineQualityRed_5vs6,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0
1313,150,F1,WineQualityRed_5vs6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1314,199,F1,WineQualityRed_5vs6,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0
0,average,F1,WineQualityRed_5vs6,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0
1360,15,F1,Yeast_CYTvsNUC,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0
1361,50,F1,Yeast_CYTvsNUC,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1
1362,100,F1,Yeast_CYTvsNUC,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0
1363,150,F1,Yeast_CYTvsNUC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1364,199,F1,Yeast_CYTvsNUC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,average,F1,Yeast_CYTvsNUC,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
60,15,F1,arrhythmia_cfs,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
61,50,F1,arrhythmia_cfs,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
62,100,F1,arrhythmia_cfs,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
63,150,F1,arrhythmia_cfs,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
64,199,F1,arrhythmia_cfs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,average,F1,arrhythmia_cfs,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
610,15,F1,bands,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1
611,50,F1,bands,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0
612,100,F1,bands,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0
613,150,F1,bands,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0
614,199,F1,bands,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,average,F1,bands,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
510,15,F1,banknote_authentication,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
511,50,F1,banknote_authentication,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
512,100,F1,banknote_authentication,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
513,150,F1,banknote_authentication,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
514,199,F1,banknote_authentication,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
